BlueDriver Data Log
Sep 26, 2018 7:12:16 AM
Time (s),Accelerator Pedal Position E (%),Mass Air Flow Rate (g/s),Intake Air Temperature (°C),Absolute Throttle Position B (%),O2 Bank 1 - Sensor 2 - Oxygen Sensor Voltage (V),Fuel Level Input (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Absolute Throttle Position (%),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Load Value (%),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Wide Range O2S: Bank 1 - Sensor 1 - Equivalence Ratio (λ),Short Term Fuel Trim Bank 1 (%),Relative Throttle Position (%),Commanded Evaporative Purge (%),Evap. System Vapor Pressure (Pa),Barometric Pressure (kPa),Vehicle Speed (km/h),Wide Range O2S: Bank 1 - Sensor 1 - Voltage (V),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),O2 Bank 1 - Sensor 2 - Short Term Fuel Trim (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Control Module Voltage (V)
1827.1,27.1,34.55,16,38.4,0.730,100.0,12,87.2,38.4,86,566.2,78.4,-2.3,37.9,0.996,1.6,32.7,85.5,1.8,101,112,2.177,0.999,14.2,99.2,27.2,2718,12.960
1842.2,26.4,34.33,16,38.2,0.717,100.0,12,86.0,37.1,86,597.1,76.4,-2.2,39.3,1.000,1.6,34.9,85.5,0.0,101,120,2.179,0.999,14.5,99.2,27.3,2769,13.014
1857.3,21.7,28.05,16,25.3,0.712,100.0,12,71.2,22.6,86,612.0,59.9,-2.3,20.4,1.002,1.9,17.2,62.6,5.6,101,119,2.202,0.998,16.4,99.2,21.2,2439,13.040
1872.4,24.3,32.02,16,33.2,0.702,100.0,12,82.7,33.3,86,619.8,74.5,-2.3,33.2,1.000,0.8,28.1,86.6,2.0,101,117,2.189,0.999,14.0,99.2,24.7,2684,13.070
1887.5,21.7,26.99,16,26.7,0.704,100.0,12,82.9,26.4,86,628.0,71.1,-0.8,26.5,0.997,2.5,22.4,88.5,0.8,100,114,2.184,1.004,14.4,99.2,22.1,2348,13.040
1902.6,1.4,7.54,16,12.9,0.139,100.0,12,30.1,11.8,86,618.5,33.3,0.5,10.8,1.484,-0.4,7.0,23.4,0.0,101,127,2.599,0.761,17.8,99.2,13.9,2431,13.040
1917.7,19.1,24.43,16,23.4,0.723,100.0,12,78.4,23.5,86,579.7,67.9,-0.8,18.1,0.991,3.1,7.6,25.6,8.6,101,115,2.081,1.010,4.5,99.2,18.0,2230,13.070
1932.8,10.1,10.80,17,8.0,0.710,100.0,12,33.9,12.2,86,578.3,46.5,-2.3,15.6,1.007,0.6,11.4,33.6,0.0,101,114,2.178,0.988,24.6,99.2,14.5,2233,13.040
1947.9,15.5,19.73,17,17.2,0.628,100.0,12,59.9,16.6,86,568.0,50.8,-2.3,13.5,1.000,2.9,4.8,13.6,0.0,101,113,2.157,0.997,27.9,99.2,13.7,2187,13.026
1963.0,16.6,20.92,17,19.0,0.696,100.0,12,70.1,17.5,86,568.0,47.6,-2.3,14.8,1.012,1.9,13.7,41.5,12.3,101,112,2.183,1.001,20.2,99.2,16.6,2131,13.040
1978.1,13.2,15.47,17,14.3,0.678,100.0,12,55.4,13.5,86,570.8,45.6,-2.3,13.9,0.999,2.4,9.8,28.0,5.6,101,110,2.186,0.997,36.4,99.2,8.8,2065,13.023
1993.2,22.0,27.05,17,27.2,0.698,100.0,12,82.1,26.8,86,575.0,71.3,-0.8,26.9,1.000,0.4,23.8,88.6,7.8,101,107,2.212,1.003,12.0,99.2,22.5,2288,13.068
2008.3,19.3,25.11,17,22.7,0.704,100.0,12,75.8,23.3,86,596.0,69.2,-0.8,23.5,0.999,-0.7,15.9,55.6,1.1,100,114,2.182,0.997,18.0,99.2,19.1,2256,12.960
2023.4,21.3,26.21,17,25.9,0.725,100.0,12,80.4,25.8,87,600.0,71.2,-0.8,25.9,0.998,0.9,22.2,46.7,1.3,101,115,2.175,0.995,13.5,99.2,21.7,2297,13.053
2038.5,20.8,26.65,17,26.8,0.693,100.0,12,83.0,27.9,87,612.0,73.4,-2.3,28.2,1.002,0.8,23.1,88.2,10.3,100,120,2.188,1.001,19.0,99.2,19.9,2338,13.052
2053.6,14.3,17.29,17,16.4,0.697,100.0,12,58.7,15.6,87,604.0,44.7,-2.3,15.2,1.001,2.1,10.8,31.8,44.6,101,118,2.175,1.000,25.8,99.2,13.7,2228,13.040
2068.7,8.5,13.21,17,15.0,0.589,100.0,12,65.8,19.1,87,588.0,65.2,-1.2,22.2,1.007,-0.5,18.7,77.8,11.5,100,114,2.183,0.993,18.5,99.2,17.2,2247,13.046
2083.8,23.1,30.40,17,30.2,0.708,100.0,12,83.2,30.4,87,594.6,73.5,-2.3,29.9,1.002,0.8,24.7,87.5,0.0,100,120,2.185,0.997,14.2,99.2,23.5,2583,13.040
2098.9,23.9,33.30,16,31.8,0.713,100.0,12,81.5,32.1,87,610.8,72.7,-2.3,31.6,1.003,0.3,26.1,85.9,5.0,101,130,2.186,1.000,17.4,99.2,24.3,2880,13.028
2114.0,24.1,32.11,16,32.6,0.708,100.0,12,83.1,33.1,87,624.6,73.9,-2.3,32.8,0.995,1.6,27.5,86.3,0.0,100,120,2.191,0.998,15.0,99.2,24.6,2721,13.040
2129.1,24.7,30.43,16,34.1,0.716,100.0,12,85.6,36.1,87,635.4,76.8,-2.3,37.2,1.000,0.0,30.2,81.2,65.4,100,118,2.163,0.996,15.5,99.2,24.2,2409,13.076
2144.2,21.6,28.13,16,26.1,0.673,100.0,12,82.5,26.7,87,636.0,71.8,-1.5,26.7,0.994,0.4,22.2,88.0,0.6,100,123,2.194,0.999,14.5,99.2,22.0,2455,12.976
2159.3,19.5,26.68,17,24.1,0.709,100.0,12,77.5,24.7,87,632.0,66.1,-2.3,24.6,0.996,-0.6,19.9,81.7,1.7,100,131,2.192,0.997,19.0,99.2,19.8,2506,13.040
2174.4,10.9,13.29,17,11.7,0.631,100.0,12,34.8,9.7,86,610.0,23.0,0.3,8.5,1.164,2.1,3.3,12.1,14.2,101,125,2.043,0.903,27.0,99.2,12.9,2336,13.040
2189.5,17.6,21.03,17,23.0,0.887,100.0,12,84.7,28.4,86,580.8,66.6,-1.5,26.1,1.236,-0.6,19.9,60.3,0.0,100,108,2.764,0.556,-0.6,99.2,15.9,2239,13.090
2204.6,22.3,30.16,16,29.0,0.726,100.0,12,82.5,30.5,86,605.3,70.7,-2.3,27.6,1.000,0.8,24.3,86.9,1.7,100,126,2.201,1.003,14.5,99.2,23.9,2697,13.040
2219.7,22.9,31.89,16,30.5,0.706,100.0,12,80.4,31.3,86,615.1,69.1,-2.3,27.7,0.992,1.1,23.1,87.6,4.1,101,135,2.190,1.001,20.0,99.2,21.5,2741,13.040
2234.8,14.9,18.59,17,14.8,0.693,100.0,12,56.1,15.6,86,614.9,43.8,-2.3,13.8,0.995,2.8,9.4,29.8,7.2,101,122,2.176,1.003,24.8,99.2,15.5,2327,13.040
2249.9,13.4,15.64,17,14.1,0.700,100.0,12,52.7,13.9,86,592.0,45.1,-2.3,13.6,0.997,2.3,9.5,26.9,44.1,101,112,2.190,0.994,25.6,99.2,13.8,2100,13.022
2265.0,6.5,10.28,17,9.8,0.418,100.0,12,39.1,9.4,86,582.2,33.3,-2.6,11.8,0.992,-0.7,11.7,34.2,3.1,101,112,2.242,0.995,13.3,99.2,4.3,2068,13.040
2280.1,17.6,21.90,17,20.1,0.717,100.0,12,69.2,19.2,86,566.5,59.6,-1.4,18.9,1.000,0.4,16.6,62.7,47.1,101,107,2.187,1.005,18.1,99.2,17.6,2068,12.968
2295.2,20.0,24.56,17,23.9,0.705,100.0,12,78.7,23.9,86,579.5,69.0,-0.8,23.9,1.002,1.6,19.6,87.9,1.9,100,116,2.194,1.002,17.0,99.2,20.0,2233,13.040
2310.3,20.6,26.39,17,24.5,0.721,100.0,12,56.1,19.2,86,596.0,66.8,-2.3,24.5,1.003,0.8,20.9,88.0,0.0,100,124,2.188,1.001,16.1,99.2,21.4,2442,13.062
2325.4,13.9,16.23,17,14.3,0.673,100.0,12,51.4,14.1,86,585.8,45.4,-2.3,14.0,0.997,0.8,9.5,27.6,0.0,101,114,2.190,1.002,25.9,99.2,13.9,2138,13.044
2340.5,5.2,9.32,17,8.1,0.150,100.0,12,18.1,5.3,86,572.6,21.7,-4.4,13.2,0.899,7.1,10.1,0.0,0.0,101,119,2.147,1.013,24.1,99.2,14.4,2266,12.993
2355.6,21.2,27.20,17,26.6,0.746,100.0,12,82.7,27.8,86,581.4,70.4,-1.2,25.7,1.005,0.8,20.5,83.6,0.0,101,120,2.180,0.999,16.6,99.2,21.3,2355,13.073
2370.7,25.9,32.31,16,35.3,0.730,100.0,12,84.6,35.1,86,605.4,74.8,-2.3,33.0,0.998,1.2,27.9,86.5,1.0,101,115,2.194,0.998,13.5,99.2,25.8,2650,13.040
2385.8,21.6,27.50,16,26.7,0.705,100.0,12,83.5,26.7,86,616.0,72.9,-0.8,27.1,0.998,0.1,22.0,88.0,0.2,100,116,2.188,1.004,14.6,99.2,21.8,2375,12.998
2400.9,19.6,24.88,17,23.4,0.734,100.0,12,76.8,23.2,86,514.3,68.7,-0.8,24.9,0.992,1.7,20.4,87.0,4.8,100,120,2.183,0.999,17.9,99.2,19.4,2296,13.040
2416.0,14.9,18.75,17,16.5,0.695,100.0,12,59.4,16.8,86,608.0,54.1,-2.3,16.5,0.998,0.1,11.7,35.3,0.0,101,121,2.214,0.998,24.7,99.2,14.9,2293,13.040
2431.1,17.1,22.94,17,19.9,0.714,100.0,12,70.0,20.4,86,604.0,63.0,-2.3,20.4,1.002,-1.1,15.7,53.8,36.4,101,122,2.209,0.996,21.0,99.2,17.3,2335,13.057
2446.2,22.9,29.86,17,30.6,0.700,100.0,12,85.3,33.2,86,609.9,75.4,-1.8,31.9,0.998,-0.2,26.2,0.0,3.8,101,126,2.185,1.000,14.0,99.2,23.1,2538,13.040
2461.3,20.4,27.18,17,25.3,0.708,100.0,12,80.0,25.1,86,620.0,62.3,-2.3,23.2,0.995,-0.8,18.8,82.4,20.5,101,128,2.196,0.999,17.3,99.2,20.7,2441,13.040
2476.4,19.6,26.49,17,23.8,0.691,100.0,12,77.4,23.6,86,616.0,68.8,-2.1,24.4,1.000,-1.1,19.5,80.2,11.7,101,128,2.195,0.999,18.5,99.2,20.0,2440,13.040
2491.5,16.4,21.63,17,20.9,0.665,100.0,12,67.1,21.7,86,623.9,68.2,-2.3,23.3,1.001,-0.7,17.4,50.6,10.0,101,128,2.182,0.998,23.5,99.2,16.2,2422,12.955
2506.6,0.0,3.92,17,4.4,0.000,100.0,12,13.2,4.4,86,570.0,11.7,-4.7,4.7,1.999,0.0,0.4,0.0,1.9,101,101,3.675,0.000,-12.8,99.2,0.0,1861,13.037
2521.7,16.7,17.06,17,18.6,0.745,100.0,12,76.4,19.2,86,520.4,61.0,-0.9,18.0,0.961,-0.6,14.5,53.1,0.0,101,29,2.166,1.002,16.5,99.2,16.9,1914,13.040
2536.8,0.0,3.89,17,4.5,0.000,100.0,12,18.0,4.5,87,518.4,15.7,-4.7,4.6,1.999,0.0,0.4,0.0,0.0,101,56,3.544,0.078,-10.3,99.2,0.0,1520,13.040
2551.9,11.2,11.56,18,9.5,0.726,100.0,12,38.0,8.7,86,501.3,34.0,-3.2,10.7,1.540,0.4,8.2,30.1,2.0,101,45,2.605,0.706,8.0,99.2,12.9,1573,12.951
2567.0,2.6,4.39,18,4.9,0.196,100.0,12,27.1,5.5,86,456.9,26.6,-2.0,6.0,1.072,0.0,2.4,0.0,0.0,102,22,2.806,0.566,11.0,99.2,0.9,1106,12.990
2582.1,0.0,3.55,18,4.1,0.798,100.0,12,21.0,4.2,86,429.8,18.1,-4.9,4.7,0.989,-4.3,0.4,0.0,0.0,102,16,2.198,1.010,11.8,99.2,1.1,1200,13.040
2597.2,0.0,0.75,18,0.1,0.134,100.0,12,86.6,0.6,87,395.9,4.9,0.5,3.9,0.969,0.0,10.7,0.2,0.0,102,0,2.059,0.986,4.2,99.2,0.0,581,12.983
2612.3,0.0,0.66,18,6.3,0.155,100.0,12,100.0,0.0,87,392.0,0.0,5.5,4.7,1.018,0.0,20.4,0.0,0.0,102,0,2.219,0.999,9.5,99.2,0.0,0,12.720
2627.4,0.0,0.66,18,6.3,0.155,100.0,12,100.0,0.0,87,392.0,0.0,5.5,4.7,1.018,0.0,20.4,0.0,0.0,102,0,2.219,0.999,9.5,99.2,0.0,0,12.720
