BlueDriver Data Log
Nov 28, 2018 6:30:07 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Throttle Position B (%),Evap. System Vapor Pressure (Pa),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (km/h),Absolute Load Value (%),Ambient Air Temperature (°C),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Timing Advance for #1 cylinder (°),Commanded Equivalence Ratio (λ),Accelerator Pedal Position E (%),Short Term Fuel Trim Bank 1 (%),Calculated Engine Load Value (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Mass Air Flow Rate (g/s),Control Module Voltage (V),Relative Throttle Position (%),Intake Air Temperature (°C),Commanded Evaporative Purge (%),Absolute Throttle Position (%)
1338.0,86,591.4,7.7,2.1,75.1,100,86,24.3,16,-5.6,6.7,2.6,0.309,4.3,-0.4,18.7,6.1,1615,5.01,13.037,3.1,18,13.3,7.8
1341.0,86,585.8,6.7,10.3,74.9,100,83,29.2,16,-4.8,9.4,20.9,0.887,10.3,-1.5,44.7,11.4,1637,10.77,12.960,7.0,18,9.2,9.5
1344.0,86,579.4,4.0,14.2,74.9,100,80,11.3,16,-7.0,3.9,-13.0,0.000,0.0,0.0,12.9,1.9,1465,4.60,13.017,3.1,18,3.2,6.5
1347.0,86,569.5,3.5,0.0,74.9,100,71,12.5,16,-7.0,3.9,-12.5,0.000,0.0,0.0,14.9,0.0,1296,2.87,13.040,0.8,18,0.0,3.7
1350.0,86,558.6,3.5,0.0,75.3,100,50,13.2,16,-7.0,3.9,-12.1,0.000,0.0,0.0,15.9,0.0,1237,2.88,13.040,0.8,18,0.0,3.9
1353.0,86,543.9,3.5,0.8,75.6,100,39,13.3,16,-7.0,3.9,-12.0,0.000,0.0,0.0,11.7,0.0,1225,2.88,13.028,0.8,18,0.0,3.9
1356.0,86,534.1,3.5,0.8,75.9,100,29,13.8,16,-7.0,3.9,-12.1,0.000,0.1,0.0,0.0,0.0,1137,2.90,12.960,0.8,19,0.0,3.5
1359.0,86,523.3,3.5,0.8,76.1,100,20,14.9,16,-7.0,3.9,-12.5,0.001,0.8,0.0,11.1,1.2,1049,2.99,12.990,0.9,19,0.0,3.7
1362.0,86,511.8,3.9,0.2,76.1,100,17,14.9,16,-7.0,3.9,-1.3,0.430,0.5,2.3,19.5,1.7,920,2.93,13.027,1.1,19,0.0,4.3
1365.0,86,504.1,3.4,0.0,76.1,100,12,16.6,16,-5.6,3.9,12.0,1.013,0.0,2.5,19.5,0.0,835,2.27,12.960,0.8,19,0.0,3.3
1368.0,86,496.3,3.3,0.0,76.1,100,8,19.4,16,-3.4,3.9,15.4,1.012,0.0,-15.4,26.3,0.0,812,2.82,13.025,0.8,19,0.0,3.4
1371.0,86,489.1,5.4,0.0,76.1,100,8,21.2,16,-4.7,3.9,8.5,0.996,0.0,-10.2,27.4,0.0,787,2.81,12.993,0.8,19,0.0,3.5
1374.0,86,480.0,12.9,0.0,76.1,100,8,42.2,16,-2.6,12.4,17.4,0.991,9.6,-4.8,46.7,8.0,1425,10.12,12.960,5.3,19,0.0,6.1
1377.0,86,483.2,20.4,0.0,75.8,100,23,63.9,16,-1.2,22.9,16.5,0.990,19.6,0.0,71.7,19.1,2259,22.34,12.966,16.0,19,0.0,20.4
1380.0,86,494.5,28.3,125.8,75.5,100,40,77.6,16,-0.8,31.8,7.7,0.993,24.9,0.1,89.4,25.1,2000,24.71,13.040,27.8,19,0.0,28.7
1383.0,86,511.3,34.5,231.0,75.3,100,53,79.2,16,-0.8,34.9,8.5,0.994,27.5,1.6,89.1,27.0,2067,25.65,13.040,29.8,19,38.0,34.1
1386.0,86,532.9,36.2,1.8,75.3,100,62,80.0,16,-0.8,35.8,10.2,0.997,27.7,1.1,89.9,28.0,2273,28.37,13.040,31.9,19,88.0,36.0
1389.0,86,547.8,39.2,1.8,75.6,100,66,78.0,16,-2.2,38.7,13.1,0.998,27.8,1.7,89.0,28.1,2614,32.22,13.040,32.4,18,85.8,38.7
1392.0,86,563.9,36.0,6.5,75.7,100,73,74.5,16,-3.1,37.1,16.6,0.999,26.4,2.9,84.1,26.9,2938,34.70,13.040,29.8,18,84.7,34.9
1395.0,86,577.8,35.1,6.5,75.8,99,80,72.4,16,-2.9,30.7,19.6,1.006,20.8,1.6,71.4,18.4,2461,22.26,12.960,27.0,18,87.2,33.7
1398.0,86,588.0,36.9,0.0,76.1,100,88,77.6,16,-0.8,38.0,11.5,0.996,26.2,2.5,81.5,24.2,2485,26.10,12.986,27.9,18,88.7,33.8
1401.0,86,595.6,40.1,0.0,75.8,100,88,77.2,16,-1.9,39.1,12.5,0.993,28.7,3.1,89.2,29.1,2538,31.50,13.040,34.7,18,85.9,40.4
1404.0,86,604.7,39.2,3.0,75.7,100,89,76.1,16,-3.1,39.6,14.2,0.998,26.3,3.1,86.2,26.7,2650,31.54,13.040,31.0,18,86.2,37.9
1407.0,86,614.7,36.9,5.8,75.6,99,93,74.2,16,-3.1,37.2,15.0,0.998,26.3,3.1,83.1,26.7,2839,33.68,12.989,30.3,18,85.9,36.1
1410.0,86,620.6,35.8,4.9,75.3,99,96,72.2,16,-3.1,34.9,20.5,0.999,26.6,3.1,81.6,23.4,2950,31.11,12.996,24.0,18,87.0,33.8
1413.0,86,623.8,33.3,0.0,74.9,99,97,74.3,16,-1.7,34.7,15.5,0.999,26.9,2.8,83.6,23.3,2802,28.61,13.040,18.9,18,89.8,30.6
1416.0,86,629.1,31.6,0.5,75.1,99,99,74.3,16,-1.6,30.7,12.9,1.000,25.6,2.3,86.2,26.5,2421,29.31,13.040,29.0,18,86.7,34.5
1419.0,86,632.0,29.1,3.9,75.3,99,100,72.9,16,-2.8,23.7,15.8,1.001,19.2,2.3,74.1,20.4,2162,24.64,13.040,24.3,18,88.4,30.0
1422.0,86,633.0,27.4,8.6,75.3,99,102,72.9,16,-0.8,29.4,13.0,1.005,22.2,2.3,81.4,22.2,2300,26.47,13.040,23.6,18,88.7,27.9
1425.0,87,636.0,29.8,4.3,74.9,99,104,72.9,16,-2.5,29.7,13.6,1.004,22.9,3.1,83.9,21.9,2371,25.94,13.053,22.7,18,88.6,29.0
1428.0,87,635.7,28.2,1.0,74.6,99,104,72.0,16,-1.9,27.7,14.9,0.998,20.9,3.6,70.4,14.9,2249,19.68,13.075,16.5,18,91.3,25.1
1431.0,87,633.6,16.4,25.3,74.5,99,102,65.0,16,-1.1,23.5,16.8,0.994,17.8,3.0,43.4,1.1,1928,4.13,13.040,0.8,18,0.0,9.5
1434.0,87,630.4,15.5,33.6,74.5,100,100,58.2,16,-1.5,19.7,18.6,1.013,19.2,2.3,82.0,21.2,2037,19.14,12.983,15.5,18,51.6,16.6
1437.0,87,628.8,30.4,6.7,74.5,99,98,73.7,16,-0.8,33.7,11.5,1.002,24.8,2.3,85.8,25.0,2265,26.71,13.002,26.7,18,88.6,30.0
1440.0,87,631.9,37.6,4.3,74.5,99,96,75.5,16,-2.3,37.9,12.4,1.000,28.1,2.3,87.6,28.3,2496,30.24,13.040,32.6,18,86.5,37.2
1443.0,87,635.0,43.2,3.8,74.3,99,95,76.5,16,-3.1,42.7,13.5,1.000,29.8,2.5,87.7,30.0,2651,32.42,13.040,37.0,18,85.5,43.9
1446.0,87,640.2,46.1,1.9,73.9,99,93,77.1,16,-3.1,46.6,14.6,1.000,31.1,3.1,87.5,31.0,2775,34.92,13.040,41.2,18,84.9,45.8
1449.0,87,646.3,46.7,0.8,73.7,99,92,77.7,16,-3.1,48.2,15.0,1.003,32.9,1.6,88.7,32.7,2811,35.29,13.040,42.1,17,84.5,47.4
1452.0,86,652.3,46.7,3.5,73.7,99,90,78.4,16,-3.1,46.7,15.4,1.002,33.2,1.1,87.4,33.5,2851,36.05,13.040,41.5,17,84.3,47.4
1455.0,86,659.8,45.9,0.7,73.7,99,90,77.9,16,-3.1,46.1,15.8,0.997,33.5,1.4,86.9,33.8,2879,36.32,13.022,39.7,17,84.3,45.2
1458.0,86,662.6,46.4,1.0,73.7,99,90,77.3,16,-3.1,46.0,16.0,0.995,34.0,2.0,87.7,34.2,2889,35.52,12.960,40.0,17,84.3,46.7
1461.0,86,665.7,46.7,3.9,73.6,99,90,76.6,16,-3.1,46.3,16.0,1.003,34.9,0.8,87.1,35.3,2911,36.13,13.020,40.6,17,84.5,46.5
1464.0,86,668.8,47.2,6.9,73.3,99,90,75.3,16,-3.1,45.9,16.5,0.986,35.5,4.0,86.3,36.3,2934,36.79,13.040,41.0,17,84.4,47.2
1467.0,86,671.9,49.4,1.8,72.9,99,90,75.3,16,-3.1,46.9,17.1,0.992,36.5,4.2,86.2,37.3,2966,37.22,13.008,41.3,17,83.9,48.9
1470.0,86,674.6,48.0,5.3,72.7,99,90,75.6,16,-3.1,47.4,17.5,0.998,37.7,2.3,86.7,38.1,3002,36.99,12.880,41.6,17,83.9,46.7
1473.0,86,677.6,47.1,5.0,72.5,99,90,76.1,16,-3.1,47.0,17.5,1.000,38.4,2.3,87.1,39.2,3049,37.86,12.998,41.3,17,83.2,46.7
1476.0,86,680.9,47.0,0.0,72.5,99,90,76.1,16,-3.1,46.3,18.0,0.999,39.0,2.3,87.1,39.8,3092,38.61,13.040,40.8,17,82.7,46.7
1479.0,86,684.2,46.7,0.0,72.5,98,90,76.9,16,-3.1,46.3,17.6,0.998,39.7,1.9,87.7,40.2,3118,38.86,12.980,40.3,17,82.7,46.7
1482.0,86,687.8,46.3,0.0,72.5,99,91,78.9,16,-3.1,46.1,18.0,0.993,40.0,1.6,89.6,40.4,3156,39.52,12.909,39.9,17,77.9,46.7
1485.0,86,688.0,46.3,0.0,72.5,99,92,80.4,16,-3.1,45.9,18.2,0.987,40.2,1.7,92.3,40.5,3244,42.26,13.040,39.6,17,0.0,45.9
1488.0,86,689.7,46.6,2.5,72.5,99,93,81.0,16,-3.1,46.0,17.5,0.982,40.8,2.3,92.9,41.6,3324,43.85,13.040,40.5,17,0.0,46.6
1491.0,86,692.0,47.1,6.2,72.5,98,94,81.6,16,-3.1,47.1,17.5,0.979,41.7,2.3,92.6,42.2,3325,43.92,12.997,40.8,17,0.0,47.3
1494.0,86,692.0,47.1,0.0,72.2,98,96,81.6,16,-3.1,47.1,17.5,0.980,42.0,2.7,92.7,42.4,3342,44.26,12.987,40.6,17,0.0,47.4
1497.0,86,691.7,44.6,0.0,72.2,98,96,80.7,16,-3.1,45.4,17.7,0.982,40.7,3.1,92.4,41.4,3356,44.47,13.027,39.7,17,0.0,47.1
1500.0,86,692.0,43.7,0.9,72.3,98,97,80.3,16,-3.1,43.6,18.1,0.984,38.4,3.0,91.4,38.8,3337,43.67,12.960,37.3,17,0.0,44.7
1503.0,86,692.0,43.9,2.3,72.5,98,98,80.7,16,-3.1,43.9,18.5,0.986,38.4,2.3,91.4,39.2,3261,42.57,13.013,37.7,17,0.0,44.3
1506.0,86,692.0,44.8,3.3,72.5,98,98,80.0,16,-3.1,44.7,18.9,0.989,38.7,1.8,91.9,39.2,3242,41.84,13.040,38.3,17,0.0,44.9
1509.0,86,691.9,45.5,0.0,72.5,98,98,78.3,16,-3.1,45.2,18.7,0.994,39.0,0.9,90.7,39.5,3174,39.99,13.040,39.7,16,8.3,45.9
1512.0,86,692.0,48.4,4.1,72.3,98,97,76.9,16,-3.1,47.6,18.0,0.997,39.9,0.7,88.5,40.4,3068,36.55,13.040,43.5,16,83.9,50.2
1515.0,86,692.0,50.9,5.0,72.1,98,96,76.1,16,-3.1,51.5,17.0,0.996,42.0,3.1,88.2,42.7,3011,37.65,13.040,44.9,16,83.9,51.1
1518.0,86,692.0,52.5,0.0,71.8,98,96,76.1,16,-3.1,52.5,17.0,0.998,42.5,2.2,87.8,42.9,3006,37.17,13.040,44.7,16,58.4,51.6
1521.0,86,691.7,51.4,7.0,71.5,98,95,76.1,16,-3.1,51.3,17.5,1.005,42.7,1.6,87.6,43.1,3016,36.80,13.040,43.5,16,0.6,51.0
1524.0,86,692.0,51.0,3.5,71.4,98,94,76.1,16,-3.1,50.1,18.0,1.013,42.7,1.5,87.8,43.1,3062,37.30,13.040,43.9,16,83.1,51.0
1527.0,86,693.3,50.5,0.0,71.4,97,94,76.1,16,-3.1,49.8,18.0,1.012,42.7,0.8,88.6,43.1,3072,37.60,13.040,44.1,16,82.9,50.6
1530.0,86,696.0,50.2,0.0,71.4,97,94,76.1,16,-3.1,49.4,18.4,1.002,42.7,0.8,88.4,43.1,3088,38.43,13.040,43.8,16,58.6,50.0
1533.0,86,695.7,49.4,0.0,71.4,97,94,76.6,16,-3.1,49.4,18.5,0.997,42.7,0.5,88.5,43.1,3100,38.72,13.003,43.1,16,0.0,49.4
1536.0,86,696.0,49.9,1.4,71.4,97,94,76.9,16,-3.1,49.4,18.2,0.996,41.8,0.3,88.9,42.7,3091,37.67,12.880,43.1,16,0.0,49.4
1539.0,86,696.0,49.4,1.7,71.4,97,94,76.8,16,-3.1,49.3,17.5,0.996,38.0,1.6,88.2,38.4,2936,35.92,12.997,43.9,16,49.4,48.7
1542.0,86,696.0,47.6,0.1,71.4,97,96,76.1,16,-3.1,47.1,16.5,0.999,36.7,1.1,86.3,37.3,2937,35.76,13.040,42.4,16,84.7,47.3
1545.0,86,695.9,45.5,1.8,71.4,97,99,74.4,16,-3.1,42.6,18.8,0.999,32.7,1.7,83.5,32.9,2952,34.72,13.040,37.3,16,85.0,44.2
1548.0,86,693.4,36.5,1.2,71.4,97,104,68.8,16,-3.1,33.1,20.7,0.998,22.5,3.7,71.6,23.7,2915,31.21,13.040,25.9,16,87.8,31.0
1551.0,86,685.9,22.0,0.5,71.5,97,108,53.5,16,-3.4,20.3,20.1,0.997,0.0,6.3,19.6,10.6,2037,11.89,12.960,13.9,16,39.3,20.8
1554.0,86,674.7,5.5,0.0,71.8,97,108,10.2,16,-6.3,4.7,-12.5,0.278,1.1,2.1,15.4,7.8,2023,8.85,12.923,6.6,16,4.8,11.6
1557.0,86,663.8,14.1,0.0,72.2,97,109,40.9,16,-3.5,12.1,5.8,0.480,0.9,2.4,14.5,3.7,2037,5.61,12.916,3.5,16,8.1,9.4
1560.0,86,655.9,13.1,2.1,72.2,97,111,50.1,16,-1.6,16.4,23.6,0.996,2.8,5.4,21.7,1.4,2103,4.78,13.040,2.0,16,23.1,9.4
1563.0,86,648.5,9.5,2.3,72.2,97,113,38.1,16,-2.3,13.6,29.3,0.979,12.9,4.7,47.5,13.3,2287,15.36,12.979,8.3,17,12.1,7.3
1566.0,86,642.4,5.2,0.0,72.2,98,116,20.4,16,-6.3,10.2,37.0,0.979,12.2,1.9,45.3,12.8,2312,14.88,12.960,10.0,17,9.0,8.9
1569.0,86,636.0,5.5,0.0,72.5,98,116,13.7,16,-6.3,7.5,31.9,0.928,8.6,6.4,31.8,9.3,2264,11.24,12.983,7.5,17,11.5,13.2
1572.0,86,629.9,5.2,0.0,72.5,98,116,11.0,16,-6.3,5.6,14.1,0.616,3.7,9.4,16.0,4.1,2175,5.58,13.040,1.6,17,0.0,5.1
1575.0,86,613.9,5.1,0.0,72.7,98,115,11.0,16,-6.3,5.1,-10.6,0.000,0.0,0.0,12.9,0.0,2175,4.27,13.040,0.4,17,0.0,5.1
1578.0,86,594.9,5.0,0.0,72.9,98,113,10.9,16,-6.3,5.1,-11.0,0.000,0.0,0.0,12.9,0.0,2137,4.17,13.092,0.4,17,0.0,4.9
1581.0,86,577.1,4.7,0.0,72.9,98,108,10.2,16,-6.3,4.7,-12.5,0.000,0.0,0.0,12.6,0.0,2054,3.99,13.084,0.4,17,0.0,4.7
1584.0,86,559.9,4.7,0.0,72.9,98,105,10.8,16,-6.3,4.7,-12.8,0.000,0.4,0.0,12.4,2.4,1979,4.34,13.040,1.2,17,1.7,5.0
1587.0,86,554.4,7.4,0.0,72.7,98,104,19.5,16,-4.3,6.8,3.6,0.268,3.1,-0.3,16.6,6.5,1945,5.74,13.040,3.9,17,11.4,7.8
1590.0,86,550.1,11.2,0.0,72.5,98,105,33.3,16,-1.6,10.9,34.9,1.012,10.7,-1.6,36.9,10.6,2025,11.38,13.040,7.4,17,12.6,11.6
1593.0,86,548.8,14.7,476.9,72.5,98,108,47.8,16,-1.6,14.9,25.5,0.996,14.5,1.2,51.6,13.1,2086,14.60,12.959,9.9,17,14.2,14.6
1596.0,86,551.9,15.7,2995.7,72.9,98,112,51.1,16,-1.6,15.6,24.9,0.998,7.5,2.3,41.5,10.3,2129,14.21,12.915,10.4,17,22.3,15.6
1599.0,86,552.0,14.9,1143.2,73.1,97,113,33.4,16,-3.6,12.5,26.3,0.994,2.2,2.0,19.2,4.1,2138,7.12,13.039,6.3,17,94.9,13.7
1602.0,86,548.3,10.4,26.9,73.6,97,113,12.1,16,-6.3,6.6,29.9,0.973,9.0,0.9,27.1,9.0,2150,8.64,12.880,1.7,17,30.9,8.2
1605.0,86,542.2,5.7,8.4,74.1,98,112,11.0,16,-6.3,5.9,32.5,0.884,8.2,7.8,19.9,6.3,2091,6.87,12.925,1.3,17,29.0,6.2
1608.0,86,536.0,8.3,68.5,74.5,96,110,21.8,16,-2.9,8.0,35.8,0.959,10.4,-0.9,31.5,8.6,2140,9.39,12.992,4.6,17,71.5,9.3
1611.0,86,535.7,15.7,20.8,74.8,96,111,38.0,16,-1.6,11.7,32.4,1.008,12.3,-5.8,46.6,12.6,2218,15.07,13.032,9.9,17,93.3,15.7
1614.0,86,536.0,14.9,10.0,74.9,96,113,50.2,16,-1.6,15.2,25.2,0.997,12.7,0.8,49.5,12.9,2150,14.68,12.800,1.6,17,76.3,11.7
1617.0,86,536.0,14.3,25.6,74.9,96,114,52.5,16,-1.6,16.5,23.5,0.989,15.7,1.6,63.5,14.7,2197,15.51,12.886,1.2,17,40.9,8.5
1620.0,86,535.9,14.9,38.5,74.9,97,114,52.0,16,-1.6,16.0,26.2,0.987,8.0,1.9,42.8,10.8,2202,12.77,12.981,1.9,17,6.8,6.8
1623.0,86,538.9,14.4,61.9,74.9,97,114,34.3,16,-3.7,11.7,30.7,0.994,2.9,0.2,19.2,5.2,2158,7.07,13.040,5.9,17,59.2,12.9
1626.0,86,537.9,12.1,69.6,74.9,97,113,23.6,16,-5.2,6.0,30.0,0.902,9.7,-5.9,32.5,14.1,2137,16.66,13.040,6.3,17,59.8,9.6
1629.0,86,536.0,10.9,85.6,74.8,96,112,40.4,16,-1.6,5.1,8.0,0.000,4.3,0.0,15.3,9.4,2137,9.68,12.986,4.8,17,43.4,7.8
1632.0,86,536.7,11.5,127.2,74.5,97,110,59.6,16,-1.6,20.4,17.7,0.735,14.0,-1.1,52.9,14.5,2245,16.09,12.960,10.0,17,51.9,12.7
1635.0,86,539.9,6.7,0.0,74.5,98,112,32.0,16,-4.7,13.5,30.4,0.995,16.3,-2.7,68.6,18.7,2352,24.18,12.960,18.0,17,90.7,23.8
1638.0,86,542.8,19.9,0.0,74.5,98,113,45.1,16,-5.0,15.5,30.8,0.989,16.3,-2.6,66.7,19.6,2408,25.60,12.963,20.4,17,89.4,26.3
1641.0,86,548.0,21.7,30.2,74.5,98,114,65.1,16,-2.8,24.2,17.5,0.991,21.0,1.6,82.0,21.2,2462,27.17,13.040,21.2,17,88.8,22.2
1644.0,86,552.0,16.6,52.5,74.5,97,114,51.4,16,-1.6,14.1,21.5,1.005,15.3,0.0,70.8,17.9,2226,20.82,12.990,13.3,17,91.1,18.6
1647.0,86,552.3,16.3,3.4,74.5,97,112,65.9,16,-1.6,18.9,19.4,1.002,17.2,-1.3,63.8,14.3,2119,15.75,12.927,5.7,17,76.9,14.0
1650.0,86,555.8,6.3,108.7,74.5,97,111,40.5,16,-1.6,17.1,22.9,1.006,18.3,-3.3,66.3,14.0,2094,15.47,12.905,5.1,17,34.7,5.5
1653.0,86,556.0,13.1,53.1,74.3,97,111,28.6,16,-1.6,13.1,28.0,1.010,16.8,-4.8,79.3,20.2,2075,23.47,13.040,21.2,17,85.4,12.5
1656.0,86,554.8,18.4,20.3,74.2,97,112,45.5,16,-1.6,13.7,26.0,0.996,8.2,3.9,20.4,0.0,2075,9.83,12.938,8.8,17,44.1,9.8
1659.0,86,552.0,17.3,83.3,74.5,97,110,58.0,16,-1.6,17.6,22.0,0.995,3.4,2.6,20.8,1.7,2075,4.41,12.938,1.2,17,2.9,6.4
1662.0,86,551.7,16.5,83.3,74.5,97,111,61.2,16,-1.6,19.6,19.8,0.992,0.8,1.1,22.0,5.0,2088,6.03,13.033,2.4,17,8.6,5.1
1665.0,86,552.0,10.6,42.4,74.5,97,112,48.4,16,-2.8,17.4,23.1,0.987,2.3,0.3,24.0,9.8,2137,11.40,12.960,7.8,17,2.2,6.5
1668.0,86,550.7,5.1,0.0,74.6,98,112,19.3,16,-6.3,7.5,39.0,0.979,1.2,5.5,14.1,4.7,2119,7.13,13.012,6.1,17,13.9,6.7
1671.0,86,546.0,5.1,0.0,74.9,98,110,10.2,16,-6.3,5.4,2.2,0.347,0.5,2.3,13.2,2.3,2057,4.58,13.040,3.3,17,20.3,5.9
1674.0,86,527.8,4.7,0.0,74.9,99,106,10.2,16,-6.3,4.7,-2.4,0.492,1.4,1.2,12.6,1.3,1980,4.01,13.026,0.7,17,2.0,4.8
1677.0,86,525.3,10.6,33.1,74.9,98,103,26.2,16,-4.5,4.8,17.3,1.093,4.9,1.3,15.9,5.1,1920,4.99,12.960,2.7,17,57.3,12.2
1680.0,86,524.0,17.1,32.3,74.8,97,101,51.8,16,-1.4,8.0,36.8,1.012,9.9,-6.3,31.8,10.6,1862,10.20,13.023,5.5,17,83.4,13.4
1683.0,86,526.3,21.6,0.8,74.5,97,98,66.6,16,-0.8,22.7,15.5,0.986,19.2,-2.1,68.2,17.2,2004,18.39,12.994,14.0,17,92.9,18.6
1686.0,86,532.2,23.9,3.5,74.5,98,100,62.7,16,-0.8,18.1,19.4,0.994,17.0,-0.8,74.3,17.2,1985,18.92,12.988,17.8,17,91.0,22.9
1689.0,86,535.7,4.3,1.0,74.5,98,99,32.8,16,-3.6,10.6,5.6,0.607,11.1,-0.6,53.0,10.6,1858,11.44,13.040,11.5,17,93.7,17.6
1692.0,86,529.5,4.1,0.0,74.5,98,97,9.9,16,-6.5,4.2,-13.0,0.000,2.8,0.0,13.7,0.0,1800,3.37,13.040,0.8,17,25.1,8.0
1695.0,86,521.5,6.7,0.0,74.5,98,94,13.8,16,-6.9,3.9,-13.0,0.000,0.0,0.0,11.0,0.0,1745,3.15,12.989,0.8,17,0.0,5.8
1698.0,86,517.0,14.3,2.6,74.5,99,94,52.5,16,-1.6,12.6,14.9,0.718,10.2,-1.5,44.2,9.2,1815,10.69,12.995,6.3,17,2.7,10.7
1701.0,86,523.9,16.1,72.0,74.2,97,97,55.9,16,-1.6,15.6,22.0,1.007,15.1,-2.3,66.1,15.5,1911,17.77,13.040,12.4,17,12.4,16.9
1704.0,86,524.0,12.5,79.7,74.3,97,100,49.2,16,-1.6,14.5,23.4,1.002,12.6,-3.5,57.6,13.3,1950,15.85,13.040,6.5,17,35.7,7.1
1707.0,86,524.0,8.8,46.5,74.7,97,103,40.2,16,-1.6,12.3,26.9,1.001,5.7,-7.0,23.9,5.5,1950,5.65,13.040,1.6,17,55.7,6.0
1710.0,86,524.0,8.7,0.0,74.9,97,104,39.1,16,-1.6,12.9,26.5,0.994,12.9,-7.0,44.9,10.9,2011,11.47,12.992,6.1,17,78.1,9.5
1713.0,86,524.0,16.3,0.0,74.9,97,108,62.0,16,-1.6,17.6,21.5,0.998,5.1,-0.8,33.4,6.6,2025,9.91,12.932,9.8,17,87.5,14.7
1716.0,86,523.7,5.1,0.0,74.6,98,108,31.8,16,-4.1,11.9,4.3,0.592,0.0,2.6,15.6,0.3,2015,4.15,12.896,9.2,17,65.5,14.1
1719.0,86,517.3,4.9,0.0,74.5,98,107,10.7,16,-6.3,4.7,-12.5,0.000,0.0,0.0,11.8,0.0,2025,3.80,13.040,0.8,17,15.0,7.1
1722.0,86,506.4,4.6,0.0,74.5,99,105,10.2,16,-6.3,4.7,-12.5,0.000,0.0,0.0,11.8,0.0,1987,3.72,13.040,0.5,17,0.0,4.5
1725.0,86,493.7,4.3,0.0,74.5,99,102,10.2,16,-6.3,4.3,-12.9,0.000,0.0,0.0,11.5,0.0,1924,3.55,13.040,0.6,17,0.0,4.3
1728.0,86,479.9,4.3,0.0,74.5,99,98,10.7,16,-6.3,4.5,10.1,0.404,2.4,3.9,13.8,3.2,1855,4.68,13.055,1.7,17,5.5,4.5
1731.0,86,480.0,10.1,0.0,74.5,98,97,25.9,16,-5.0,7.3,30.0,0.903,6.9,7.9,21.9,9.2,1815,7.83,13.118,6.3,17,95.3,12.2
1734.0,86,481.4,10.7,0.0,74.4,97,98,49.6,16,-1.6,15.3,21.5,0.995,14.9,-3.1,65.1,14.1,1937,11.63,13.105,7.0,17,90.7,8.3
1737.0,86,484.0,3.5,0.0,74.1,99,100,15.7,16,-6.3,7.5,11.4,1.004,6.1,-1.4,36.8,7.2,1914,9.00,13.077,5.3,17,68.7,4.5
1740.0,86,483.8,16.1,53.7,74.1,98,100,42.7,16,-4.0,12.0,11.0,1.010,6.1,-0.7,29.3,4.4,1922,6.82,13.040,2.0,17,8.2,7.8
1743.0,86,488.6,19.1,35.7,74.1,98,102,64.8,16,-1.4,20.3,17.6,1.010,16.2,-1.9,73.7,17.6,2050,21.46,13.040,17.6,17,73.9,17.8
1746.0,86,494.8,19.3,34.4,74.1,98,106,63.3,16,-0.8,18.5,20.1,0.992,2.4,2.3,18.0,7.1,1975,9.66,12.984,7.8,17,63.9,12.6
1749.0,86,499.6,13.8,110.3,74.1,98,106,41.6,16,-1.6,9.4,35.5,0.995,9.2,0.4,28.0,3.1,1982,5.36,12.997,1.8,17,28.6,4.4
1752.0,86,495.9,5.5,31.5,74.1,99,106,41.6,16,-1.6,11.6,30.5,0.999,13.1,-1.3,40.7,4.1,2033,6.92,13.040,1.7,17,2.8,4.7
1755.0,86,496.0,6.0,13.4,74.1,99,106,33.5,16,-3.3,11.5,30.2,1.003,13.4,-2.7,54.1,13.6,2150,13.53,13.040,7.1,17,50.2,5.5
1758.0,86,497.6,6.4,0.0,74.0,99,106,25.8,16,-5.7,8.1,39.4,1.006,14.1,-5.5,71.8,17.6,2150,21.99,12.982,14.7,17,74.4,14.5
1761.0,86,500.8,7.8,2.0,73.7,99,104,42.4,16,-1.6,11.4,29.0,0.995,9.2,-0.5,40.9,15.4,2035,18.34,13.002,14.2,17,92.4,19.1
1764.0,86,504.0,13.7,14.8,73.7,97,102,42.4,16,-1.6,7.0,14.0,0.443,3.6,0.8,20.0,8.0,1938,11.29,13.040,7.8,17,81.4,13.1
1767.0,86,498.3,9.1,28.4,73.5,98,99,52.8,16,-1.3,11.4,8.3,0.295,5.2,0.4,27.6,3.9,1920,5.90,13.040,1.3,17,0.0,4.3
1770.0,86,499.6,14.3,24.8,73.3,98,97,56.8,16,-1.4,20.4,15.3,1.013,19.2,1.6,80.8,20.0,2037,23.27,13.040,21.2,17,58.6,17.1
1773.0,86,506.4,26.0,3.4,73.3,98,100,27.5,16,-6.3,4.3,29.0,0.995,18.6,-0.7,79.7,20.0,1974,22.65,12.999,22.3,17,90.0,26.1
1776.0,86,515.9,28.6,2.5,72.9,98,102,59.6,16,-2.8,18.6,19.9,1.004,20.3,-0.5,82.3,21.1,2114,24.32,12.980,23.5,17,89.6,27.8
1779.0,86,524.2,28.3,1.0,72.9,98,105,73.3,16,-1.7,28.2,13.3,1.010,22.4,1.2,86.1,22.7,2427,28.65,13.040,23.5,17,88.2,28.2
