BlueDriver Data Log
Dec 6, 2018 6:14:10 AM
Time (s),Accelerator Pedal Position E (%),Mass Air Flow Rate (g/s),Intake Air Temperature (°C),O2 Bank 1 - Sensor 2 - Oxygen Sensor Voltage (V),Absolute Throttle Position B (%),Fuel Level Input (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Absolute Throttle Position (%),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Load Value (%),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Wide Range O2S: Bank 1 - Sensor 1 - Equivalence Ratio (λ),Short Term Fuel Trim Bank 1 (%),Relative Throttle Position (%),Commanded Evaporative Purge (%),Evap. System Vapor Pressure (Pa),Barometric Pressure (kPa),Vehicle Speed (km/h),Wide Range O2S: Bank 1 - Sensor 1 - Voltage (V),Timing Advance for #1 cylinder (°),Commanded Equivalence Ratio (λ),O2 Bank 1 - Sensor 2 - Short Term Fuel Trim (%),Engine RPM (rpm),Accelerator Pedal Position D (%),Control Module Voltage (V)
567.6,12.0,14.57,12,0.755,14.2,44.7,12,72.9,20.4,86,573.0,58.9,-2.0,17.3,0.996,-2.9,17.4,92.7,0.0,99,86,2.177,10.3,0.990,99.2,1946,14.3,13.760
584.8,14.9,15.55,12,0.732,17.9,43.9,12,72.9,18.8,86,596.0,50.3,-2.4,12.1,0.995,0.9,8.3,95.6,32.5,98,84,2.173,24.8,1.004,99.2,1772,12.0,13.760
602.0,15.1,14.81,12,0.767,15.2,43.9,12,64.0,14.7,87,592.0,46.4,-2.3,12.5,0.996,-0.8,9.1,94.9,0.1,98,86,2.229,27.3,1.001,99.2,1628,14.6,13.760
619.2,15.5,15.81,12,0.774,16.7,43.6,12,70.9,17.3,87,580.5,62.4,-2.3,18.6,1.003,0.8,15.2,90.7,7.1,98,86,2.169,22.1,0.996,99.2,1741,14.8,13.760
636.4,18.4,18.95,12,0.763,22.5,43.5,12,78.0,22.2,87,576.0,68.0,-0.8,21.3,0.999,1.6,17.3,90.6,13.1,99,94,2.190,21.4,0.999,99.2,1750,13.4,13.760
653.6,17.4,19.15,12,0.697,20.1,43.6,12,74.9,20.9,87,592.5,64.6,-0.8,20.5,1.002,1.6,16.9,26.2,42.7,99,90,2.185,16.3,1.001,99.2,1923,18.0,13.790
670.8,13.3,11.45,12,0.209,13.5,43.6,12,50.5,13.5,87,576.1,44.9,-2.6,12.2,1.019,-3.4,8.8,17.7,27.8,99,91,2.230,19.2,0.998,99.2,1799,6.7,13.760
688.0,14.4,13.13,12,0.859,17.8,43.5,12,77.8,22.3,87,588.5,71.1,-1.5,26.0,0.997,2.7,21.4,91.3,7.3,99,88,2.194,15.7,0.993,99.2,1758,10.5,13.709
705.2,20.6,21.41,12,0.743,26.2,43.8,12,83.3,25.7,87,596.0,67.4,-0.8,20.8,0.997,1.8,13.3,58.4,0.0,98,99,2.167,19.6,0.999,99.2,1848,15.6,13.764
722.4,8.5,7.51,12,0.602,9.0,44.6,12,48.3,13.3,87,577.9,54.5,-2.3,16.1,1.006,-1.5,10.1,26.8,0.0,99,89,2.173,21.5,0.990,99.2,1684,4.5,13.762
739.6,16.6,15.56,12,0.699,19.0,43.9,12,67.7,17.7,87,580.0,56.5,-2.0,20.2,0.992,-2.0,12.3,31.4,0.8,99,84,2.301,32.4,0.987,99.2,1562,15.3,13.840
756.8,0.0,14.82,12,0.446,17.1,44.1,12,50.3,15.0,87,584.0,33.7,-3.9,11.3,0.992,-0.9,6.4,38.7,7.4,99,90,2.125,32.8,0.980,99.2,1700,16.5,13.836
774.0,22.5,22.85,12,0.700,28.0,44.3,12,41.6,18.5,87,584.9,71.4,-0.8,15.5,1.024,2.3,2.6,4.4,0.5,99,92,2.172,9.6,0.992,99.2,1810,11.5,13.840
791.2,23.7,0.02,12,0.701,30.0,43.5,12,84.6,30.0,86,609.7,71.3,-1.6,32.4,0.999,1.6,22.4,69.1,0.0,98,100,2.178,12.5,0.999,99.2,2305,19.9,13.782
808.4,15.3,16.16,12,0.380,10.5,44.0,12,27.6,7.2,87,603.8,11.5,-5.4,5.4,1.902,0.2,0.7,0.0,4.2,99,97,3.026,15.7,0.572,99.2,1841,13.2,13.760
825.6,27.8,29.66,13,0.705,36.4,43.8,12,89.9,36.6,87,603.9,76.9,-1.6,36.3,0.994,0.9,32.1,87.2,0.0,99,100,2.186,11.4,1.004,99.2,2419,27.8,13.760
842.8,17.1,20.16,12,0.797,21.2,43.5,12,76.6,21.1,87,604.7,54.6,-1.3,16.0,0.982,3.2,12.3,16.7,16.2,99,101,2.031,16.0,1.013,99.2,1951,18.8,13.708
860.0,10.8,9.65,14,0.701,7.6,43.9,12,25.5,6.0,87,584.6,25.6,-4.6,10.6,0.993,-0.7,9.3,33.8,0.0,98,91,2.219,29.3,1.000,99.2,1728,12.1,13.705
877.2,18.2,21.28,14,0.701,22.8,44.3,12,80.8,23.5,87,582.6,68.4,-0.8,23.5,1.001,1.1,19.6,91.8,5.4,98,94,2.188,15.2,1.003,99.2,1965,16.7,13.737
894.4,17.3,18.29,14,0.707,20.9,43.2,12,78.0,21.5,87,582.5,65.9,-1.2,21.6,0.998,1.2,18.2,53.9,3.6,98,88,2.200,15.7,0.997,99.2,1862,17.7,13.760
911.6,21.9,24.31,12,0.710,28.1,43.1,12,84.0,27.7,87,601.8,71.6,-0.8,26.4,1.000,0.5,21.1,0.0,0.0,99,90,2.183,12.2,0.999,99.2,2035,21.9,13.760
928.8,19.0,20.88,12,0.735,24.0,42.4,12,82.9,26.5,87,616.0,71.4,-0.8,27.1,0.999,2.7,22.8,91.0,0.0,98,92,2.163,19.0,1.003,99.2,1795,18.0,13.760
946.0,19.0,21.59,12,0.707,20.0,42.4,12,69.6,22.2,87,628.0,65.4,-1.3,24.8,0.998,1.9,21.4,85.1,5.1,98,96,2.182,15.5,0.996,99.2,2260,21.8,13.760
963.2,16.3,17.73,14,0.710,18.5,43.4,12,70.8,20.8,87,596.2,67.6,-0.8,22.3,0.999,-0.4,17.0,81.3,17.8,98,90,2.195,17.3,0.994,99.2,1893,15.7,13.717
980.4,14.0,12.13,14,0.712,14.7,42.5,12,56.0,12.4,87,604.2,41.6,-2.1,6.9,1.053,2.0,5.4,16.8,30.5,98,91,2.075,22.9,1.007,99.2,1764,9.3,13.760
997.6,3.4,7.77,14,0.680,7.9,42.0,12,32.9,10.8,87,600.5,22.7,-4.9,7.6,1.002,0.2,4.7,7.0,102.4,98,92,2.117,27.0,0.988,99.2,1744,14.1,13.760
1014.8,17.8,18.04,14,0.723,18.9,42.3,12,61.7,16.7,87,588.0,42.1,-3.1,13.6,0.978,-1.9,8.4,55.0,50.7,98,92,2.176,33.9,1.002,99.2,1715,17.0,13.760
1032.0,19.0,20.77,14,0.702,22.9,42.4,12,80.2,24.2,87,593.2,68.4,-0.8,23.8,1.000,0.8,19.5,92.6,2.3,97,92,2.194,16.1,0.994,99.2,1954,18.4,13.760
1049.2,18.4,17.75,14,0.676,19.6,41.2,12,57.0,17.1,87,597.3,55.6,-1.9,19.7,0.997,-2.8,16.3,12.0,2.8,98,90,2.224,16.5,0.989,99.2,1750,19.8,13.760
1066.4,21.7,24.30,12,0.723,27.1,40.4,12,84.3,27.1,87,609.5,71.4,-0.8,27.4,1.007,1.7,23.4,90.9,10.7,97,86,2.156,12.4,1.001,99.2,2119,21.9,13.734
1083.6,29.0,34.60,12,0.714,40.0,40.6,12,86.6,40.0,87,638.2,73.9,-1.6,38.5,1.000,0.1,33.4,86.5,0.3,97,92,2.169,16.9,1.000,99.2,2883,29.4,13.760
1100.8,29.2,30.75,12,0.688,40.5,40.6,12,88.7,39.4,86,638.6,75.8,-1.6,39.8,0.998,0.7,36.4,86.7,5.5,97,88,2.187,13.4,1.001,99.2,2571,29.9,13.785
1118.0,20.5,22.72,12,0.686,26.3,40.5,12,83.9,27.6,87,644.0,71.3,-0.8,27.5,1.000,1.6,23.5,90.5,4.3,97,89,2.192,13.5,0.995,99.2,2107,21.9,13.744
1135.2,0.0,3.34,14,0.000,4.2,42.5,12,11.8,3.9,87,593.0,9.9,-5.5,4.4,1.999,0.0,0.4,0.0,0.0,97,98,3.590,-13.0,0.000,99.2,1862,0.0,13.840
1152.4,4.9,5.04,14,0.578,5.9,44.3,12,29.1,8.3,85,536.4,30.0,-2.3,8.8,1.006,-5.6,4.5,22.4,1.9,97,94,2.319,6.9,0.995,99.2,1764,3.5,13.814
1169.6,2.2,4.21,14,0.053,4.9,45.5,12,13.9,4.6,85,474.8,12.4,-5.5,5.1,1.999,0.0,0.8,0.0,0.0,98,95,3.587,-12.5,0.000,99.2,2021,1.2,13.760
1186.8,0.0,3.45,14,0.004,4.3,45.1,12,11.4,4.3,85,424.0,11.8,-5.5,5.0,1.046,7.5,1.1,13.7,0.0,98,99,2.459,12.4,0.544,99.2,1907,0.0,13.641
1204.0,0.0,3.68,14,0.000,4.4,46.1,12,11.8,4.4,84,388.0,10.3,-5.5,4.3,1.885,1.5,0.1,6.0,0.0,99,101,3.103,-12.5,0.000,99.2,1937,0.0,13.760
1221.2,1.4,3.57,14,0.031,4.3,46.7,12,12.0,4.3,83,335.9,10.2,-5.5,4.3,1.999,0.0,0.4,0.0,0.2,99,91,2.557,18.2,0.532,99.2,1889,2.0,13.752
1238.4,4.5,6.36,14,0.249,5.9,45.5,12,14.3,3.7,83,344.1,9.4,-5.5,4.0,1.894,0.5,0.6,3.5,2.0,100,89,2.140,38.5,0.922,99.2,1731,6.5,13.802
1255.6,0.4,3.16,14,0.056,3.6,45.1,12,12.5,4.4,84,368.0,16.3,-4.5,6.1,1.628,-0.9,3.1,3.7,0.0,100,89,2.536,30.5,0.965,99.2,1718,3.1,13.822
1272.8,12.8,13.25,14,0.771,4.5,44.5,12,16.5,4.7,84,360.8,30.4,-3.4,10.0,1.290,-2.8,7.7,10.7,15.5,100,88,2.367,21.3,0.989,99.2,1823,13.4,13.760
1290.0,13.5,14.15,14,0.786,13.2,42.5,12,48.3,11.9,84,384.6,33.4,-4.7,9.9,0.994,0.4,5.7,61.3,27.6,99,91,2.146,35.9,0.979,99.2,1781,12.1,13.680
1307.2,10.0,9.16,14,0.267,9.2,41.6,12,29.5,7.2,86,418.3,21.1,-4.6,6.3,1.692,0.4,2.2,2.0,0.0,100,96,3.348,-10.3,0.018,99.2,1781,4.4,13.688
1324.4,4.8,6.94,14,0.382,8.7,42.6,12,37.8,9.5,86,420.3,29.5,-3.1,5.1,1.251,-1.3,0.4,9.6,0.0,100,88,3.233,-12.0,0.000,99.2,1691,1.6,13.760
1341.6,0.0,3.17,14,0.039,3.7,43.5,12,14.1,3.6,86,382.5,11.9,-5.5,3.9,1.999,0.0,0.4,0.0,2.3,100,75,3.605,-13.0,0.884,99.2,1436,5.3,13.760
1358.8,17.5,20.50,14,0.757,18.5,42.6,12,69.9,16.7,85,442.8,58.5,-2.8,16.9,1.009,1.1,14.2,35.9,0.7,100,93,2.188,17.7,0.993,99.2,1994,17.6,13.716
1376.0,7.6,7.43,14,0.829,8.2,41.6,12,25.0,7.2,87,462.5,17.5,-5.5,6.8,1.430,0.4,2.6,3.0,0.0,100,109,3.161,-6.1,1.087,99.2,2005,7.2,13.760
1393.2,1.7,5.63,14,0.167,5.5,40.8,12,22.7,8.0,86,448.1,28.9,-4.5,9.2,0.986,-1.0,3.2,13.1,0.0,101,101,2.767,-7.5,0.065,99.2,2000,0.2,13.840
1410.4,8.5,10.48,14,0.477,9.5,42.4,12,32.2,8.1,86,453.0,20.0,-5.0,6.1,1.863,-0.1,1.6,1.1,0.0,101,94,2.330,30.0,0.902,99.2,1813,10.2,13.760
1427.6,17.7,21.37,14,0.707,20.4,42.0,12,74.8,20.7,86,493.7,67.2,-0.8,20.9,1.000,-2.9,17.3,92.9,38.5,100,102,2.195,16.3,0.996,99.2,2013,17.8,13.816
1444.8,27.4,30.69,14,0.700,37.3,42.0,12,90.7,37.4,87,549.8,78.3,-1.6,37.3,0.995,0.8,31.9,88.2,3.1,100,92,2.187,11.9,1.000,99.2,2449,27.2,13.760
1462.0,20.4,25.11,14,0.694,25.9,41.2,12,79.9,25.9,87,592.0,70.5,-0.8,25.7,0.998,2.2,21.6,8.8,1.0,100,107,2.187,13.7,0.998,99.2,2182,20.8,13.760
1479.2,17.3,21.24,14,0.685,20.3,41.6,12,73.6,20.3,87,596.0,63.5,-0.8,20.0,1.002,0.6,16.1,27.5,270.3,100,110,2.195,18.7,0.998,99.2,2097,17.3,13.760
1496.4,17.3,23.27,15,0.690,20.4,42.0,12,71.4,20.4,87,596.0,61.2,-0.8,20.0,0.995,-1.6,15.0,92.9,0.3,99,126,2.186,21.8,1.001,99.2,2397,17.3,13.709
1513.6,18.1,23.37,15,0.714,21.7,41.6,12,74.5,21.5,87,596.0,63.3,-3.1,21.5,0.999,3.2,16.9,92.0,0.0,100,120,2.184,18.5,1.000,99.2,2279,18.4,13.760
1530.8,19.1,23.37,15,0.731,23.0,40.9,12,75.3,22.3,87,596.0,63.3,-1.9,21.2,0.999,2.7,16.5,92.6,0.0,99,116,2.193,19.4,0.998,99.2,2216,18.4,13.760
1548.0,15.3,19.33,15,0.676,18.0,41.5,12,65.2,17.8,87,600.0,56.7,-3.1,18.0,1.002,2.7,11.3,86.7,30.0,99,123,2.190,26.2,1.004,99.2,2305,13.6,13.760
1565.2,7.9,6.56,15,0.670,7.8,42.7,12,35.0,10.3,86,560.0,51.5,-2.3,14.7,0.998,-4.9,11.2,94.9,21.7,99,92,2.191,22.4,1.008,99.2,1789,11.7,13.760
1582.4,20.0,24.25,15,0.704,24.3,41.6,12,80.1,24.2,86,574.6,69.3,-0.8,24.1,0.998,1.2,19.8,91.0,2.0,100,101,2.187,14.2,1.000,99.2,2137,20.1,13.691
1599.6,15.0,17.00,15,0.705,13.4,41.3,12,60.4,23.0,87,588.0,72.5,-0.8,25.9,1.001,0.9,21.6,90.6,0.5,100,106,2.197,15.2,0.998,99.2,2111,19.2,13.753
1616.8,19.2,23.03,15,0.690,23.2,41.2,12,78.2,23.5,87,596.0,68.2,-0.8,23.4,1.002,1.6,19.2,91.3,0.0,100,112,2.190,16.4,0.998,99.2,2124,19.2,13.847
1634.0,17.2,20.41,15,0.529,19.2,41.4,12,66.4,18.6,87,584.0,62.8,-2.3,19.6,1.006,1.6,15.6,92.9,0.0,99,112,2.188,18.4,1.002,99.2,2110,17.9,13.740
1651.2,17.6,21.53,15,0.635,20.6,41.2,12,71.6,19.9,87,584.0,47.8,-2.4,10.3,1.021,7.2,4.3,19.7,0.6,100,112,2.139,24.4,0.990,99.2,2123,17.2,13.822
1668.4,18.2,22.23,15,0.688,20.3,40.8,12,71.3,19.6,87,585.2,62.4,-2.6,19.9,0.991,2.8,16.7,79.8,0.0,99,110,2.165,18.1,1.012,99.2,2102,20.5,13.760
1685.6,11.2,12.82,15,0.809,11.3,41.6,12,39.6,10.6,87,570.5,30.6,-4.7,9.5,0.977,1.0,6.7,79.9,58.3,100,104,2.104,29.8,0.976,99.2,2010,11.9,13.771
1702.8,18.4,22.24,15,0.721,22.4,40.8,12,78.0,22.4,87,570.7,67.5,-0.8,22.4,0.993,0.8,18.4,91.4,1.1,100,98,2.191,14.5,1.003,99.2,2048,18.8,13.760
1720.0,18.8,23.21,15,0.715,22.7,40.2,12,77.8,22.7,87,584.0,67.7,-0.8,22.6,0.997,2.2,18.7,91.4,1.6,100,110,2.167,15.5,1.002,99.2,2111,18.8,13.826
1737.2,11.1,11.83,15,0.377,10.0,40.8,12,40.0,11.0,87,572.0,35.2,-3.1,11.3,0.995,-6.9,7.1,94.8,0.0,98,116,2.248,30.7,0.985,99.2,2155,11.0,13.723
1754.4,15.3,18.66,15,0.689,16.5,40.4,12,66.4,17.2,86,569.1,55.8,-3.1,16.2,1.006,3.1,12.0,93.7,0.1,99,112,2.181,22.6,0.999,99.2,2112,15.2,13.760
1771.6,16.9,21.08,15,0.692,19.6,38.9,12,71.8,19.3,86,576.0,62.0,-3.1,19.2,1.008,3.8,15.3,92.9,0.1,99,112,2.162,17.6,1.000,99.2,2110,16.9,13.760
1788.8,18.8,23.48,15,0.704,22.6,39.6,12,76.4,22.7,86,582.8,66.7,-0.8,22.7,0.996,1.2,18.8,0.0,0.0,101,115,2.185,17.3,0.999,99.2,2193,18.8,13.748
1806.0,5.2,5.08,15,0.142,5.5,40.7,12,17.8,4.7,86,569.5,10.8,-5.5,5.6,1.296,3.0,1.4,6.8,0.0,101,108,2.218,30.9,0.955,99.2,2010,5.1,13.760
1823.2,16.5,20.55,15,0.695,18.2,40.4,12,69.4,18.1,86,556.0,50.6,-3.1,15.8,0.997,1.6,12.6,93.2,2.0,99,110,2.196,21.4,0.997,99.2,2117,14.6,13.760
1840.4,14.6,16.97,15,0.681,12.3,40.1,12,45.2,11.7,86,560.0,44.7,-3.1,14.0,1.012,1.1,10.6,94.3,4.7,99,106,2.189,21.9,0.995,99.2,2001,15.2,13.760
1857.6,19.3,24.19,15,0.693,23.0,40.0,12,76.4,21.3,86,580.0,65.8,-1.4,23.9,1.000,0.7,20.0,87.1,3.2,100,110,2.190,15.4,0.993,99.2,2165,18.6,13.760
1874.8,22.1,27.02,16,0.714,28.0,39.2,12,83.4,27.8,86,578.0,73.1,-0.9,27.3,0.989,1.4,22.5,88.2,0.0,100,110,2.178,14.2,1.007,99.2,2339,22.0,13.760
1892.0,21.6,26.88,15,0.704,26.7,39.7,12,82.5,26.7,86,600.4,71.5,-0.8,26.7,1.000,0.0,22.0,88.6,0.8,100,108,2.190,15.0,0.996,99.2,2337,22.0,13.710
1909.2,17.3,22.38,16,0.705,20.1,38.2,12,69.1,20.2,87,604.0,62.4,-0.8,21.1,1.003,1.6,16.4,0.0,0.0,101,119,2.191,19.6,0.998,99.2,2283,17.5,13.680
1926.4,9.7,9.18,16,0.307,10.7,36.1,12,37.7,11.1,87,600.0,39.8,-3.0,13.9,0.980,4.0,9.8,30.3,10.1,100,125,2.168,26.8,0.986,99.2,2298,5.1,13.759
1943.6,19.3,21.14,16,0.841,26.1,39.2,12,86.8,27.4,86,548.0,67.1,-1.4,23.2,1.175,1.2,16.9,65.4,5.4,100,93,2.110,27.0,0.941,99.2,1781,12.9,13.760
1960.8,19.7,24.19,16,0.712,7.2,38.8,12,21.5,6.7,86,572.0,23.3,-4.5,10.7,1.709,0.0,8.2,33.3,1.8,101,113,2.921,21.7,0.954,99.2,2303,19.2,13.760
1978.0,15.7,19.51,16,0.739,17.8,39.2,12,63.6,16.3,87,565.3,50.1,-3.1,16.0,0.998,1.3,10.2,29.5,25.6,101,112,2.192,27.3,1.011,99.2,2100,15.7,13.760
1995.2,15.9,18.81,16,0.721,19.3,39.2,12,66.6,18.0,87,554.6,61.1,-1.7,18.8,0.986,-0.1,13.9,46.6,0.0,100,103,2.202,21.1,1.005,99.2,2011,15.7,13.760
2012.4,23.1,29.74,16,0.701,30.1,37.7,12,84.8,30.2,87,578.8,74.1,-1.6,30.0,1.000,0.5,25.1,87.8,2.7,100,109,2.180,13.6,1.000,99.2,2523,23.5,13.750
2029.6,8.6,8.93,16,0.258,9.5,37.9,12,35.8,11.1,87,586.5,39.9,-4.1,13.1,0.976,3.6,3.5,5.1,17.0,100,107,2.142,-8.5,0.045,99.2,1987,3.8,13.760
2046.8,15.9,19.33,16,0.696,18.8,38.4,12,68.5,20.2,87,584.0,54.9,-3.1,14.9,0.998,2.5,10.2,18.1,0.0,100,110,2.183,25.0,0.998,99.2,2091,15.2,13.754
2064.0,18.2,22.14,16,0.695,20.8,37.4,12,73.3,20.8,87,588.0,64.5,-1.2,20.5,0.999,0.1,17.0,61.6,0.9,100,110,2.172,17.8,1.000,99.2,2128,18.2,13.840
