BlueDriver Data Log
Sep 25, 2018 6:40:52 PM
Time (s),Accelerator Pedal Position E (%),Mass Air Flow Rate (g/s),Intake Air Temperature (°C),Absolute Throttle Position B (%),O2 Bank 1 - Sensor 2 - Oxygen Sensor Voltage (V),Fuel Level Input (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Absolute Throttle Position (%),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Absolute Load Value (%),Long Term Fuel Trim Bank 1 (%),Commanded Throttle Actuator (%),Wide Range O2S: Bank 1 - Sensor 1 - Equivalence Ratio (λ),Short Term Fuel Trim Bank 1 (%),Relative Throttle Position (%),Commanded Evaporative Purge (%),Evap. System Vapor Pressure (Pa),Barometric Pressure (kPa),Vehicle Speed (km/h),Wide Range O2S: Bank 1 - Sensor 1 - Voltage (V),Commanded Equivalence Ratio (λ),Timing Advance for #1 cylinder (°),O2 Bank 1 - Sensor 2 - Short Term Fuel Trim (%),Accelerator Pedal Position D (%),Engine RPM (rpm),Control Module Voltage (V)
226.5,11.9,12.03,18,11.5,0.807,50.8,18,54.5,7.6,69,436.0,19.9,-3.5,5.4,1.050,-0.3,0.9,0.0,0.0,101,80,2.210,0.983,41.1,99.2,8.7,1495,12.960
241.6,19.2,22.66,18,23.8,0.691,51.1,18,80.6,24.0,72,484.7,71.4,-0.8,23.8,0.993,-0.4,20.4,9.5,0.0,101,89,2.206,1.008,14.0,99.2,19.8,2024,13.034
256.7,23.4,28.69,17,30.9,0.723,50.9,17,84.4,30.9,75,541.0,74.6,-0.8,31.0,1.000,0.1,26.6,88.7,0.2,101,101,2.187,0.998,12.7,99.2,23.5,2420,13.000
271.8,24.3,30.72,17,32.1,0.752,50.6,17,82.9,30.2,78,586.5,74.9,-1.6,30.1,1.004,1.3,25.6,87.9,4.7,101,108,2.193,0.998,14.3,99.2,24.2,2587,12.999
286.9,20.9,26.63,17,26.3,0.728,50.6,17,83.1,26.3,81,607.5,67.6,-0.8,22.9,0.999,1.0,15.8,58.2,2.2,100,115,2.191,0.999,19.7,99.2,19.2,2303,13.011
302.0,27.3,34.76,17,39.3,0.725,50.0,17,86.0,39.5,82,621.4,76.9,-1.6,38.9,0.997,0.8,33.7,85.5,3.2,101,120,2.184,0.999,15.0,99.2,27.5,2775,12.960
317.1,27.5,34.46,17,39.0,0.751,49.7,17,84.6,38.3,85,638.4,76.4,-1.6,35.1,1.001,0.8,30.7,81.7,9.4,101,121,2.199,0.998,14.8,99.2,27.5,2755,12.873
332.2,18.8,24.04,17,24.2,0.726,50.3,17,80.2,25.9,86,644.0,64.6,-0.8,21.8,0.995,0.7,18.2,65.7,0.0,100,122,2.171,0.998,17.7,99.2,17.6,2305,12.960
347.3,19.6,24.32,17,24.3,0.746,50.2,17,77.3,23.7,86,634.9,66.3,-0.8,23.5,0.997,1.6,19.6,0.0,0.1,101,118,2.198,1.001,18.0,99.2,19.5,2237,12.960
362.4,8.8,8.82,17,9.2,0.217,50.5,17,30.3,9.1,86,620.7,18.0,-3.9,6.7,1.133,2.1,1.9,3.0,0.0,101,113,2.237,0.988,33.8,99.2,7.7,2100,12.952
377.5,9.3,13.11,18,12.4,0.533,50.6,17,53.0,15.6,86,600.0,53.6,-1.6,14.4,0.997,1.6,2.9,33.1,15.9,100,119,2.119,0.351,5.6,99.2,7.0,2206,13.040
392.6,18.1,22.69,18,21.2,0.730,50.2,17,75.9,22.5,86,566.9,66.5,-1.4,21.7,1.004,-1.4,18.1,62.1,14.4,101,108,2.191,1.001,17.5,99.2,18.6,2212,12.960
407.7,23.1,30.07,17,29.8,0.706,49.8,17,85.2,29.9,85,597.4,75.6,-1.6,30.0,1.007,0.0,25.3,87.5,2.8,100,108,2.197,0.999,12.6,99.2,23.6,2519,12.960
422.8,16.3,19.95,17,19.0,0.705,49.5,17,71.4,19.6,86,612.1,60.7,-1.5,19.0,0.995,0.5,14.1,91.1,30.4,100,112,2.185,0.995,25.4,99.2,12.0,2093,12.960
437.9,13.8,16.40,18,16.0,0.521,50.6,17,65.5,16.7,86,602.6,57.8,-1.6,13.6,1.017,0.3,3.1,28.2,0.3,100,114,2.177,0.987,37.9,99.2,12.0,2110,12.942
453.0,21.2,26.38,18,26.3,0.742,50.2,17,82.6,26.3,86,606.5,71.9,-0.8,25.9,1.006,1.6,21.8,89.4,2.1,100,111,2.193,0.999,15.1,99.2,21.2,2285,12.969
468.1,16.5,19.64,18,19.9,0.719,49.8,17,76.5,23.7,86,611.9,51.2,-1.6,6.2,1.010,-0.1,4.4,39.1,42.2,100,111,2.170,0.995,28.8,99.2,11.7,2086,12.960
483.2,20.2,24.73,18,24.9,0.708,49.6,17,80.2,24.9,86,608.0,70.3,-0.8,24.7,1.003,0.2,20.2,90.1,6.8,100,112,2.190,0.993,15.0,99.2,20.4,2205,12.960
498.3,20.4,25.19,18,25.6,0.725,49.4,17,80.6,27.5,86,612.0,72.0,-1.6,25.0,1.001,0.4,21.9,41.7,7.0,101,115,2.198,1.003,16.0,99.2,21.0,2283,12.960
513.4,4.4,5.99,18,7.5,0.057,49.1,17,36.9,12.4,86,602.8,47.3,-1.7,14.2,0.973,0.8,3.3,43.4,3.3,100,116,2.220,1.005,2.1,99.2,0.0,2138,13.011
528.5,6.0,6.74,18,5.6,0.203,50.1,17,22.6,7.8,86,574.2,32.1,-1.6,10.9,0.974,-0.4,4.9,75.3,15.8,99,109,2.230,0.980,38.7,99.2,5.6,2047,13.040
543.6,25.1,31.48,18,33.1,0.731,49.8,17,86.8,33.0,86,588.4,76.6,-1.3,32.4,0.994,1.3,27.8,86.5,3.5,100,103,2.190,0.999,12.7,99.2,25.4,2559,12.960
558.7,23.6,29.15,18,30.6,0.705,49.7,17,84.2,31.6,86,616.1,73.7,-1.6,31.2,1.008,1.4,26.1,86.9,0.1,100,111,2.191,1.002,14.2,99.2,23.2,2413,12.960
573.8,14.7,17.81,18,15.6,0.727,50.5,17,56.7,13.9,86,618.4,54.7,-1.6,18.0,1.008,1.0,14.9,92.0,4.2,100,114,2.171,0.997,19.1,99.2,16.8,2185,12.952
588.9,19.6,24.16,18,23.9,0.716,50.5,17,79.3,23.7,86,608.0,68.9,-0.8,23.4,0.999,0.2,19.7,90.4,0.0,100,112,2.179,0.996,16.3,99.2,19.8,2187,13.002
604.0,22.0,27.93,18,28.2,0.702,49.8,17,84.4,28.6,86,614.0,74.5,-1.6,28.7,1.000,0.5,23.2,23.1,0.0,100,112,2.195,1.000,13.8,99.2,22.0,2466,12.960
619.1,15.2,18.59,18,18.2,0.708,49.5,17,68.2,20.0,86,615.8,66.2,-0.8,21.6,0.996,0.0,17.6,91.0,4.9,100,112,2.188,1.002,18.0,99.2,15.2,2137,12.960
634.2,13.3,15.36,18,13.4,0.676,49.8,17,54.0,13.5,86,598.4,46.8,-1.6,13.6,0.987,2.1,9.4,93.8,1.6,99,110,2.171,1.006,25.2,99.2,13.7,2083,12.872
649.3,15.9,19.98,18,17.7,0.722,50.2,17,64.9,17.8,86,592.0,56.2,-1.6,17.3,0.997,1.8,12.8,92.5,1.5,99,118,2.185,1.000,22.2,99.2,16.1,2250,12.960
664.4,19.1,25.29,18,22.7,0.709,49.8,17,77.8,22.7,86,596.8,67.0,-0.8,22.5,1.010,-1.6,18.4,88.0,0.0,100,126,2.190,0.995,19.4,99.2,19.2,2379,12.960
679.5,17.3,22.65,18,21.3,0.727,49.4,17,73.0,21.5,86,608.0,65.1,-0.8,21.1,0.995,1.5,15.2,24.6,0.0,100,120,2.186,1.002,20.9,99.2,16.6,2250,12.960
694.6,21.6,27.74,18,26.8,0.704,49.4,17,83.1,26.7,86,619.6,72.2,-1.6,26.6,0.996,0.8,21.9,88.2,6.0,100,118,2.185,1.000,15.0,99.2,21.6,2409,12.912
709.7,21.6,27.72,18,27.2,0.695,49.2,17,82.2,27.1,86,628.5,72.3,-1.6,26.7,1.000,0.8,22.0,88.2,5.6,31,118,2.174,1.001,15.0,99.2,21.6,2419,12.999
724.8,22.7,29.61,18,29.8,0.685,48.6,17,82.3,29.8,86,636.0,72.2,-1.6,29.0,0.997,0.8,23.9,82.1,8.2,100,124,2.186,1.003,15.4,99.2,22.7,2558,12.960
739.9,18.7,24.37,18,22.4,0.702,48.2,17,74.9,22.6,86,638.2,65.8,-0.8,22.4,0.999,-0.6,17.7,86.9,28.7,100,122,2.199,1.003,19.6,99.2,18.8,2326,12.962
755.0,18.4,24.22,18,22.0,0.703,48.6,17,75.7,22.3,86,632.0,65.3,-0.8,21.8,1.007,-1.6,17.3,58.2,1619.3,101,125,2.196,1.000,19.9,99.2,18.6,2366,13.029
770.1,19.4,25.74,18,22.9,0.705,49.0,17,77.3,23.0,86,632.0,66.4,-0.9,22.4,0.995,-1.4,17.8,69.5,0.0,100,127,2.185,1.003,19.6,99.2,19.4,2404,12.960
785.2,18.7,24.45,18,22.1,0.711,49.4,17,73.8,21.8,86,632.0,63.6,-0.8,21.1,1.010,-1.6,17.0,34.3,1.0,101,124,2.187,0.997,19.1,99.2,18.8,2379,12.960
800.3,23.0,30.22,18,30.0,0.708,49.4,17,82.1,29.7,86,636.0,72.1,-1.6,29.3,1.001,0.5,24.7,87.2,1.4,100,126,2.185,1.002,14.6,99.2,23.5,2602,13.040
815.4,20.9,26.45,18,26.3,0.728,48.2,17,81.6,26.7,86,640.0,71.0,-0.8,25.9,0.997,0.2,21.6,30.1,2.2,101,122,2.183,1.000,16.2,99.2,20.9,2321,12.990
830.5,21.2,26.72,18,26.3,0.719,47.1,17,81.9,26.2,86,640.0,71.3,-0.8,26.1,1.002,0.0,21.2,89.3,1.8,100,120,2.192,0.993,15.1,99.2,21.3,2338,12.989
845.6,22.9,28.96,18,29.9,0.707,48.4,17,83.5,31.2,86,637.3,75.2,-1.6,31.6,1.004,0.3,27.1,86.7,0.9,100,116,2.199,0.994,14.2,99.2,23.8,2547,12.960
860.7,25.0,30.93,18,33.3,0.718,48.6,17,84.6,33.6,86,646.0,74.5,-1.6,33.3,0.997,1.6,28.1,86.6,6.5,100,110,2.173,0.998,15.0,99.2,24.7,2612,13.038
875.8,18.8,25.19,18,23.0,0.706,47.5,17,78.0,23.7,86,648.0,65.7,-0.8,23.2,1.002,-0.0,19.2,62.1,11.7,100,123,2.194,1.007,17.1,99.2,20.3,2361,12.970
890.9,20.8,26.39,18,25.9,0.691,46.3,17,80.7,25.9,86,644.0,70.5,-0.8,25.3,1.002,0.0,21.0,89.4,0.2,100,123,2.179,0.999,17.2,99.2,21.0,2338,13.040
906.0,20.5,26.71,18,25.0,0.715,46.4,17,80.5,25.2,86,640.0,70.2,-0.8,25.8,0.999,0.0,21.3,89.2,0.2,100,124,2.191,1.000,16.0,99.2,21.5,2372,12.966
921.1,11.3,12.76,19,11.6,0.702,46.3,17,35.2,12.6,86,632.8,46.6,-1.6,18.3,0.988,0.3,11.2,11.1,62.7,101,123,2.197,1.005,20.1,99.2,18.0,2346,13.016
936.2,17.4,20.43,19,21.4,0.694,47.3,17,74.0,22.3,86,628.0,66.8,-0.8,23.1,1.000,0.1,19.3,90.2,33.2,100,118,2.178,0.989,17.5,99.2,18.2,2267,12.978
951.3,13.2,14.95,19,13.8,0.793,47.8,17,50.7,15.3,86,605.0,43.6,-2.3,13.3,0.969,3.6,9.0,19.2,27.9,101,110,1.991,0.932,24.3,99.2,13.7,2066,12.960
966.4,19.6,23.79,19,24.3,0.700,47.1,17,79.6,23.8,86,604.0,68.8,-0.8,22.8,1.006,0.7,18.5,91.0,1.8,100,112,2.190,0.998,16.3,99.2,19.7,2168,12.984
981.5,5.4,7.71,19,10.8,0.731,46.7,17,41.7,15.3,86,610.0,64.1,-1.1,21.6,0.998,0.6,13.6,93.0,27.9,100,115,2.180,1.009,21.1,99.2,12.2,2164,12.956
996.6,14.3,17.42,19,14.8,0.706,47.5,17,56.2,15.5,86,608.0,54.3,-1.4,19.0,0.995,1.0,16.8,91.2,2.7,99,114,2.183,1.009,19.1,99.2,17.2,2199,12.960
1011.7,20.4,24.79,19,24.8,0.700,46.9,17,78.1,24.8,86,609.2,68.0,-1.0,23.6,1.001,0.1,18.6,90.6,0.3,100,118,2.189,1.003,19.1,99.2,18.3,2237,12.960
1026.8,22.4,28.33,19,27.8,0.690,46.3,17,83.7,28.1,86,614.9,73.9,-1.6,28.2,1.000,0.6,23.1,87.8,5.6,100,113,2.191,0.997,14.0,99.2,22.4,2437,12.916
1041.9,20.3,25.25,19,25.6,0.698,46.7,17,80.1,25.5,86,616.0,68.1,-0.9,25.0,0.995,2.0,21.0,71.1,0.0,100,115,2.189,1.005,15.7,99.2,20.4,2216,12.960
1057.0,11.1,14.11,19,13.6,0.429,47.8,17,44.6,13.3,86,584.0,29.6,-3.1,12.3,0.952,4.8,9.7,66.1,121.2,100,106,2.056,0.936,14.9,99.2,13.7,2019,12.960
1072.1,26.7,33.23,19,37.4,0.726,46.4,17,85.1,37.2,86,608.9,75.8,-1.6,37.1,0.998,1.6,32.0,85.4,3.9,100,114,2.189,1.002,14.1,99.2,26.7,2717,12.960
1087.2,21.6,27.55,19,26.5,0.719,46.7,17,81.6,26.2,86,627.3,73.0,-1.6,29.4,0.998,-0.1,24.3,87.3,0.0,100,126,2.213,0.997,15.9,99.2,21.7,2441,12.960
1102.3,18.1,23.48,19,21.8,0.720,47.1,17,75.1,22.2,86,632.0,66.0,-0.8,22.0,1.002,0.8,15.9,91.3,12.5,100,122,2.169,0.998,20.9,99.2,17.8,2320,12.993
1117.4,23.3,30.05,19,30.4,0.719,46.7,17,82.9,30.3,86,634.2,74.4,-1.6,30.9,1.000,1.1,25.8,87.1,0.0,100,122,2.177,0.998,14.6,99.2,23.6,2571,12.963
1132.5,21.1,27.57,18,26.4,0.684,46.3,17,82.3,24.3,86,640.0,64.8,-0.8,23.0,1.006,-0.8,19.0,89.5,0.0,100,123,2.200,1.004,17.6,99.2,20.5,2437,12.982
1147.6,16.0,20.65,19,17.7,0.699,46.7,17,64.1,18.0,86,628.0,55.6,-1.6,18.5,0.995,-0.0,15.0,91.5,0.0,99,124,2.202,1.000,23.1,99.2,16.1,2350,12.984
1162.7,13.9,18.56,19,16.7,0.710,46.9,17,48.2,16.4,86,620.0,53.9,-1.3,19.3,0.993,0.6,15.3,55.2,49.4,101,120,2.144,1.012,20.5,99.2,17.7,2269,12.960
1177.8,18.3,23.58,19,22.2,0.738,46.3,17,74.3,21.7,86,616.0,65.2,-1.1,22.9,1.003,0.4,18.6,90.0,0.0,100,121,2.179,0.999,18.7,99.2,18.6,2340,12.960
1192.9,19.4,23.88,19,23.9,0.698,45.5,17,78.0,23.9,86,616.0,69.0,-0.8,23.5,1.003,1.4,19.3,90.4,7.9,100,112,2.167,1.009,17.2,99.2,19.4,2164,12.960
1208.0,19.5,24.34,19,24.5,0.716,45.5,17,78.3,24.7,86,620.0,69.2,-0.8,23.2,1.000,1.8,15.1,91.9,14.1,100,118,2.174,1.000,18.9,99.2,18.7,2225,13.027
1223.1,14.7,20.38,19,6.3,0.695,46.3,17,20.6,7.6,86,613.8,24.1,-3.2,8.4,1.635,-0.3,3.7,38.2,9.8,100,126,2.119,0.945,31.3,99.2,12.8,2398,12.960
1238.2,26.0,33.42,19,36.8,0.710,46.9,17,85.0,37.3,86,608.2,76.1,-1.6,36.1,1.000,1.1,30.3,85.3,0.0,101,117,2.190,0.996,14.1,99.2,26.2,2687,13.040
1253.3,18.9,23.57,19,23.1,0.698,45.9,17,78.9,25.2,86,628.0,71.3,-1.0,26.6,1.003,0.1,22.0,85.6,7.5,100,114,2.176,0.996,15.8,99.2,18.1,2188,12.960
1268.4,24.3,31.58,19,32.6,0.713,45.9,17,83.7,32.7,87,1716.1,70.9,-1.3,29.4,1.002,1.6,25.3,22.1,0.0,101,120,2.178,1.001,15.0,99.2,23.9,2677,12.960
1283.5,11.7,13.61,19,12.0,0.709,44.4,17,41.3,12.3,87,623.4,39.3,-1.6,13.3,0.992,1.4,8.7,25.8,0.0,101,125,2.188,1.002,30.3,99.2,12.0,2340,12.880
1298.6,13.3,15.88,19,13.7,0.712,43.5,17,46.1,13.9,86,608.7,45.8,-1.6,15.0,1.004,-2.0,10.3,31.1,0.0,101,127,2.210,0.998,29.6,99.2,13.1,2398,12.987
1313.7,15.9,20.06,19,17.6,0.712,43.1,17,62.7,16.3,86,608.0,54.0,-1.6,17.2,1.001,1.7,13.3,39.4,55.3,101,118,2.188,0.999,22.5,99.2,15.8,2227,12.981
1328.8,17.8,22.11,19,21.8,0.707,42.5,17,76.1,21.7,86,604.0,67.3,-0.8,22.9,1.004,0.2,18.7,71.9,26.9,100,110,0.186,0.998,17.6,99.2,17.9,2103,13.012
1343.9,21.3,25.13,19,26.4,0.705,43.9,17,82.9,26.4,86,614.9,71.2,-0.8,26.0,0.998,1.8,21.7,89.6,9.1,100,101,2.181,0.999,14.2,99.2,21.5,2191,13.022
1359.0,25.1,30.00,19,33.2,0.712,45.0,17,86.5,32.9,86,632.3,75.3,-1.6,32.5,0.998,1.5,27.8,87.4,2.0,100,100,2.186,0.999,12.2,99.2,25.3,2485,12.960
1374.1,19.4,24.28,19,24.3,0.700,43.1,17,74.3,26.7,86,647.0,73.0,-1.5,29.1,1.001,0.6,24.6,0.0,0.0,100,110,2.189,1.000,16.8,99.2,20.0,2207,12.960
1389.2,16.6,19.20,19,18.8,0.721,41.9,17,65.2,16.6,87,633.6,54.3,-1.6,15.1,1.006,1.5,11.6,30.3,15.8,100,103,2.183,0.997,19.0,99.2,17.1,1939,12.960
1404.3,4.0,4.82,20,5.4,0.715,43.9,17,20.5,6.3,87,617.9,21.8,-3.2,7.6,1.476,0.3,5.1,12.6,0.0,100,99,2.819,0.590,14.2,99.2,3.5,1837,12.960
1419.4,3.7,3.48,20,5.0,0.219,45.4,17,26.4,6.2,86,568.5,19.5,-3.9,3.5,1.148,-1.3,0.8,0.0,0.0,100,66,2.599,0.588,8.1,99.2,0.0,1250,12.960
1434.5,0.0,2.63,20,3.1,0.353,45.9,17,15.4,3.5,86,523.5,12.9,-5.0,3.5,1.999,0.0,0.7,0.0,0.0,100,32,3.580,0.061,-9.2,99.2,0.0,1156,12.960
1449.6,18.4,21.23,21,30.9,0.748,45.6,17,83.1,21.6,86,519.6,69.3,-0.8,22.0,1.008,0.3,19.2,0.0,0.0,100,47,2.184,0.997,10.6,99.2,18.4,1684,13.051
1464.7,19.0,20.86,20,22.9,0.728,43.9,17,78.7,24.4,87,564.2,71.4,-0.8,23.8,1.001,0.1,20.1,84.6,9.1,99,72,2.187,1.000,12.4,99.2,19.4,1905,12.960
1479.8,24.1,26.12,20,29.9,0.705,43.7,17,84.2,28.5,87,600.2,73.1,-0.8,28.1,0.998,0.8,24.1,89.6,0.0,99,84,2.191,1.010,10.4,99.2,25.1,2193,12.981
1494.9,21.2,24.39,20,26.6,0.704,42.7,17,81.7,25.1,87,626.6,70.4,-0.8,25.4,1.002,1.2,21.9,90.3,0.0,99,99,2.193,1.000,13.3,99.2,21.4,2146,12.965
1510.0,27.4,33.06,20,39.9,0.706,43.1,17,86.2,40.1,87,640.8,75.0,-1.6,39.4,1.007,0.8,31.8,85.9,8.4,99,104,2.192,0.996,14.5,99.2,26.9,2692,12.989
1525.1,38.0,37.48,19,48.8,0.713,43.1,17,88.2,48.7,87,659.7,77.2,-1.6,48.4,1.002,0.3,41.8,83.7,4.6,99,96,2.183,1.006,16.5,99.2,40.0,3078,12.960
1540.2,41.6,39.01,19,47.8,0.836,42.4,17,89.4,47.8,87,675.2,79.6,-1.6,47.9,0.958,-0.3,41.8,0.0,5.7,99,96,2.074,0.992,18.0,99.2,42.6,3144,12.960
1555.3,44.3,42.01,20,48.2,0.875,41.9,17,92.4,48.2,87,684.0,81.5,-1.6,47.8,0.946,0.0,42.0,0.0,0.0,99,98,2.047,0.986,18.5,99.2,44.7,3240,12.926
1570.4,44.3,41.61,20,48.6,0.862,41.6,17,91.9,48.5,87,686.1,80.0,-1.6,48.2,0.947,0.3,42.0,0.0,0.0,98,100,2.080,0.990,18.5,99.2,44.7,3212,12.960
1585.5,41.9,38.70,20,47.8,0.793,40.4,17,89.1,47.5,87,688.0,76.8,-1.6,47.2,0.985,-0.8,41.4,20.6,0.7,98,99,2.179,1.005,18.5,99.2,42.2,3113,12.960
1600.6,42.3,38.51,20,47.5,0.739,40.4,17,87.7,47.7,87,688.0,76.6,-1.6,47.2,0.990,-0.3,40.9,0.0,0.0,98,100,2.193,1.010,18.5,99.2,42.7,3137,12.960
1615.7,22.4,25.39,21,29.1,0.716,40.8,17,84.9,32.1,87,685.1,73.3,-1.6,28.7,0.989,0.1,22.0,65.1,20.4,97,110,2.201,0.997,18.7,99.2,22.9,2348,12.960
1630.8,0.0,3.96,21,4.7,0.000,43.4,17,12.5,5.0,87,634.1,11.0,-3.9,4.7,1.129,0.0,0.4,0.0,0.0,98,112,3.627,0.000,-11.8,99.2,0.0,2085,12.915
1645.9,6.1,5.24,21,6.9,0.073,44.4,17,23.6,8.5,86,576.1,23.9,-2.9,8.4,0.937,1.0,2.8,5.8,0.0,98,108,2.754,0.169,-7.4,99.2,3.0,2016,12.801
1661.0,4.4,5.05,23,5.5,0.149,44.3,17,16.0,6.2,86,554.3,14.8,-3.9,6.0,1.286,-0.7,2.1,2.9,0.0,98,113,2.649,0.294,29.5,99.2,4.5,2095,12.960
1676.1,0.0,3.45,23,4.2,0.000,46.5,17,11.4,4.2,86,507.4,10.2,-3.9,4.3,1.999,0.0,0.4,0.0,0.0,98,100,3.677,0.000,-13.0,99.2,0.0,1890,12.960
1691.2,9.6,8.81,23,9.4,0.690,46.4,17,30.7,7.3,86,494.0,16.6,-3.9,6.0,0.964,-1.7,3.7,9.9,34.9,98,96,2.165,1.006,39.0,99.2,9.1,1788,12.959
1706.3,15.0,17.02,23,16.6,0.700,45.4,17,65.6,16.5,86,507.3,55.2,-1.6,16.2,1.000,1.3,12.1,32.5,22.5,98,101,2.175,0.998,21.0,99.2,15.1,1942,12.960
1721.4,5.3,6.00,23,7.1,0.369,44.9,17,28.6,8.5,86,524.2,21.2,-3.9,4.7,1.035,-0.9,0.9,0.1,0.6,98,100,3.068,0.102,-7.4,99.2,5.2,1859,12.960
1736.5,13.3,14.21,21,13.6,0.666,45.1,17,54.2,13.8,86,514.5,46.1,-1.6,13.5,0.993,1.5,7.6,20.1,0.0,98,99,2.164,1.002,28.0,99.2,12.1,1898,12.960
1751.6,11.2,11.39,21,11.9,0.694,45.5,17,49.1,13.3,86,512.0,41.8,-1.6,12.5,1.000,0.7,8.2,21.1,13.2,98,100,2.180,0.995,32.2,99.2,10.9,1922,12.960
1766.7,2.8,3.14,21,3.5,0.416,44.9,17,11.0,3.5,86,507.2,10.5,-3.9,4.3,0.927,6.7,1.0,4.1,5.9,99,86,1.921,0.900,26.5,99.2,3.2,1604,12.960
1781.8,11.4,10.85,21,11.1,0.666,44.4,17,47.3,11.6,86,501.8,43.0,-0.8,12.1,0.999,-0.5,8.7,20.7,36.4,98,91,2.182,0.995,28.5,99.2,11.7,1725,12.883
1796.9,12.8,13.88,21,13.1,0.660,44.3,17,51.4,13.0,86,505.5,46.0,-1.6,13.8,1.008,0.4,10.4,13.0,0.0,99,100,2.178,0.992,24.6,99.2,13.2,1921,13.056
1812.0,4.0,4.94,21,5.7,0.079,44.0,17,20.2,6.3,86,495.3,17.9,-3.9,5.4,0.989,2.5,0.4,0.0,0.0,99,101,2.813,0.000,-2.6,99.2,2.0,1882,12.960
