BlueDriver Data Log
Jul 23, 2018 5:18:34 PM
Time (s),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Intake Air Temperature (°C),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Engine RPM (rpm),Fuel Level Input (%)
624.0,101,0,32.0,33,37,87,274.0,862,39.6
625.3,101,0,34.5,33,37,87,274.6,862,39.6
626.6,101,0,34.5,33,37,87,275.1,862,39.6
627.9,14,0,34.5,33,37,87,275.7,862,39.6
629.2,101,0,31.9,33,37,87,276.0,836,39.6
630.5,101,0,34.0,33,37,87,276.0,797,39.6
631.8,101,0,33.9,33,37,87,274.8,825,39.6
633.1,101,0,33.1,33,37,87,271.9,875,39.6
634.4,101,0,32.2,33,37,87,269.9,864,39.7
635.7,101,0,31.1,33,37,87,268.0,848,40.0
637.0,101,0,31.8,33,37,87,267.7,837,40.0
638.3,101,0,35.3,33,37,87,263.4,850,40.0
639.6,101,0,34.7,33,37,87,263.9,850,40.0
640.9,101,0,32.9,33,37,87,261.9,841,40.0
642.2,101,0,31.6,33,37,87,260.0,828,40.0
643.5,101,0,30.6,33,37,87,260.0,850,40.0
644.8,101,0,30.0,33,38,88,259.4,855,40.0
646.1,101,0,21.2,33,38,88,260.0,862,40.0
647.4,101,0,21.2,33,38,88,254.1,832,40.0
648.7,101,0,21.7,33,38,88,252.0,787,40.0
650.0,101,0,22.0,33,38,88,251.9,787,40.0
651.3,101,0,22.0,33,38,88,250.1,782,40.0
652.6,101,0,22.0,33,38,88,247.5,775,40.0
653.9,101,0,21.1,33,38,88,243.9,787,40.0
655.2,101,0,13.4,33,38,88,243.1,787,40.0
656.5,101,0,13.3,33,38,88,239.2,737,40.0
657.8,101,0,13.1,33,38,88,239.7,737,40.0
659.1,101,0,0.3,31,38,77,240.0,734,40.0
660.4,101,0,0.2,18,38,18,239.1,690,40.0
661.7,101,0,0.2,18,38,18,239.5,690,40.0
663.0,101,0,0.1,18,-23,32,240.0,690,40.0
664.3,101,0,0.0,18,38,88,3260.8,0,40.0
665.6,101,0,0.0,18,38,88,3225.9,9,40.0
666.9,101,0,0.2,18,38,88,3232.2,7,40.0
668.2,101,0,0.2,18,38,88,3238.5,6,40.0
669.5,101,0,0.1,18,38,88,3244.8,4,40.0
670.8,101,0,0.0,18,38,88,3251.1,3,40.0
672.1,101,0,0.0,18,38,88,3257.4,1,40.0
673.4,101,0,0.1,18,38,88,3260.8,0,40.0
674.7,101,0,0.0,18,38,88,3254.5,2,40.0
676.0,101,0,0.0,18,38,88,3260.8,0,40.0
677.3,101,0,0.1,18,38,88,3260.8,0,40.0
678.6,101,0,0.1,18,38,88,3245.6,4,40.0
679.9,101,0,0.0,18,38,88,3251.8,3,40.0
681.2,101,0,0.0,18,38,88,3258.0,1,40.0
682.5,101,0,88,3260.8,0,40.0
683.8,101,0,40.0
