BlueDriver Data Log
Jul 27, 2018 9:33:52 AM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Engine RPM (rpm),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Absolute Throttle Position (%)
81.0,54,287.0,100.0,100,24,65.0,18,1436,9.4,12.955,20,13.5
83.7,54,299.5,100.0,99,26,48.5,18,1385,5.0,13.013,20,10.2
86.4,55,303.0,100.0,99,27,26.8,18,1218,0.7,12.960,20,5.9
89.1,56,300.0,100.0,101,24,31.7,18,1196,0.4,12.960,20,6.4
91.8,56,303.1,100.0,101,24,40.7,18,1185,2.8,13.025,20,8.5
94.5,56,308.0,100.0,101,25,28.3,18,1217,1.5,12.919,20,6.6
97.2,57,305.5,100.0,101,23,20.1,18,1205,0.4,12.888,20,4.7
99.9,57,300.3,100.0,101,20,33.7,18,1180,3.1,12.960,20,6.2
102.6,57,309.3,100.0,101,22,59.2,18,1359,7.4,12.910,20,13.0
105.3,57,320.1,100.0,101,27,62.0,18,1356,7.6,12.940,20,13.5
108.0,58,333.2,100.0,101,30,58.9,18,1328,7.1,12.960,20,12.1
110.7,58,343.0,100.0,101,33,48.9,18,1219,4.0,12.941,20,9.8
113.4,58,348.8,100.0,101,35,39.1,18,1183,2.9,12.923,20,8.3
116.1,59,353.4,100.0,101,35,36.1,18,1198,2.6,12.960,20,7.6
118.8,59,358.3,100.0,101,35,35.7,18,1230,3.8,12.884,20,7.9
121.5,60,360.0,100.0,100,36,29.9,18,1182,0.7,12.960,20,5.5
124.2,60,363.2,100.0,100,36,24.6,18,1205,1.0,12.960,20,5.1
126.9,60,355.1,100.0,101,34,26.6,18,1235,0.3,12.960,20,6.4
129.6,61,353.7,100.0,101,32,36.4,18,1200,2.1,12.946,20,6.9
132.3,61,353.2,100.0,101,32,23.3,18,1271,0.5,12.960,20,5.3
135.0,61,352.0,100.0,101,30,28.7,18,1207,1.2,12.960,20,5.8
137.7,61,353.7,100.0,100,30,32.3,18,1138,0.9,12.896,20,8.0
140.4,61,363.0,100.0,101,30,57.3,18,1305,7.8,12.956,20,11.7
143.1,61,375.6,100.0,99,32,55.5,18,1359,6.4,13.040,20,11.4
145.8,61,385.8,100.0,99,34,51.0,18,1282,3.0,12.989,20,9.6
148.5,62,394.1,100.0,99,34,45.9,18,1188,3.1,12.881,20,7.8
151.2,62,399.2,100.0,99,34,44.0,18,1252,3.6,12.960,20,8.6
153.9,63,403.9,100.0,99,34,45.2,18,1288,4.2,12.960,20,8.7
156.6,63,412.5,100.0,99,35,46.1,18,1300,4.7,12.960,20,8.9
159.3,63,417.3,100.0,99,35,44.1,18,1285,4.7,12.960,20,8.4
162.0,64,420.0,100.0,100,36,32.7,18,1186,0.0,12.963,20,6.1
164.7,65,420.0,100.0,101,34,25.3,18,1259,0.6,13.009,20,6.0
167.4,65,420.0,100.0,100,33,33.4,18,1387,1.1,12.960,20,6.8
170.1,65,422.9,100.0,100,32,31.5,18,1174,0.4,12.960,20,4.9
172.8,65,416.0,100.0,101,31,25.1,18,1145,0.7,13.008,20,3.9
175.5,65,416.0,100.0,100,31,33.6,18,1140,2.0,12.957,20,6.2
178.2,66,420.0,100.0,99,31,34.7,18,1168,2.0,12.880,20,5.9
180.9,66,417.5,100.0,100,30,22.8,18,1231,0.0,12.728,20,5.6
183.6,67,412.0,100.0,101,28,28.2,18,1136,0.2,12.913,20,5.8
186.3,67,412.0,100.0,100,27,27.0,18,1347,0.3,12.960,20,5.9
189.0,67,412.0,100.0,101,24,21.6,18,1374,0.4,12.960,20,5.5
191.7,67,412.0,100.0,101,17,20.4,18,1288,0.4,12.960,20,4.9
194.4,67,409.1,100.0,101,12,21.1,18,1273,1.2,12.960,20,4.7
197.1,67,408.0,100.0,101,11,36.8,18,1590,3.3,12.914,20,8.7
199.8,67,408.0,100.0,101,12,39.5,18,1197,2.7,12.966,20,8.2
202.5,68,408.5,100.0,101,15,63.6,18,1379,8.8,13.001,20,13.1
205.2,68,413.7,100.0,101,19,60.3,18,1392,8.0,12.960,20,12.2
207.9,68,419.0,100.0,101,22,35.5,18,1137,3.1,12.960,20,8.0
210.6,68,416.0,100.0,101,22,25.6,18,1156,0.8,12.868,20,5.5
213.3,69,411.6,100.0,101,20,26.9,18,1167,0.8,12.958,20,4.4
216.0,69,411.8,100.0,101,18,49.4,18,1241,6.7,12.976,20,10.9
218.7,69,412.5,100.0,99,23,51.1,18,1291,5.9,12.960,20,9.9
221.4,69,422.5,100.0,99,27,50.5,18,1231,4.1,12.960,20,9.5
224.1,69,428.0,100.0,99,28,43.4,18,1158,2.2,12.960,20,6.9
226.8,70,428.0,100.0,101,30,38.0,18,1071,1.9,12.960,20,7.0
229.5,70,428.0,100.0,101,30,24.9,18,1139,0.4,12.804,20,5.0
232.2,70,422.2,100.0,101,28,20.5,18,1212,0.4,12.898,20,4.5
234.9,70,420.0,100.0,100,27,29.4,18,1104,1.0,12.754,20,5.5
237.6,71,424.0,100.0,99,29,37.5,18,1188,3.3,12.924,20,6.7
240.3,71,426.4,100.0,101,29,39.0,18,1197,3.9,12.883,20,7.7
243.0,71,428.3,100.0,101,30,37.2,18,1122,2.9,12.830,20,8.1
245.7,71,432.0,100.0,101,31,40.8,18,1099,2.0,12.936,20,7.5
248.4,71,435.3,100.0,101,31,34.8,18,1142,1.9,13.026,20,7.1
251.1,71,430.7,100.0,101,31,22.5,18,1222,0.4,12.960,20,5.0
253.8,72,421.6,100.0,101,29,21.1,18,1219,0.4,12.880,20,5.0
256.5,72,420.0,100.0,100,29,23.1,18,1085,0.2,12.930,20,4.2
259.2,72,418.3,100.0,100,28,18.9,18,1299,0.4,12.946,20,4.1
261.9,72,408.5,100.0,101,26,23.7,18,1263,0.0,12.982,20,5.6
264.6,72,400.0,100.0,101,20,31.0,18,1201,0.3,12.983,20,6.5
267.3,72,396.3,100.0,101,12,27.1,18,1315,0.4,12.976,20,6.2
270.0,72,395.0,100.0,101,7,24.6,18,1043,0.4,12.902,20,5.3
272.7,72,389.0,100.0,101,2,31.0,18,786,0.4,12.960,20,4.7
275.4,72,384.0,100.0,101,0,25.8,18,832,0.4,12.960,20,4.2
278.1,72,378.3,100.0,101,0,16.6,18,875,0.4,12.960,20,3.0
280.8,72,372.5,100.0,101,0,17.3,18,738,0.4,12.960,20,2.7
283.5,72,367.2,100.0,101,0,16.5,18,725,0.4,12.874,20,2.4
286.2,72,362.3,100.0,101,0,15.7,18,725,0.1,12.753,20,1.6
288.9,72,355.6,100.0,101,0,0.1,3,218,0.9,12.682,20,1.6
291.6,72,352.0,100.0,101,0,0.0,3,0,1.6,12.640,20,6.3
294.3,72,351.4,100.0,101,0,0.0,3,0,1.6,12.640,20,6.3
297.0,72,352.0,100.0,101,0,0.0,3,0,1.6,12.641,20,6.3
299.7,72,351.6,100.0,101,0,0.3,1.6,12.640,20,6.3
302.4,72,352.0,100.0,101,0,0.0,20
