BlueDriver Data Log
Jul 22, 2018 2:05:40 PM
Time (s),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Intake Air Temperature (°C),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Engine RPM (rpm),Fuel Level Input (%)
124.8,102,20,70.5,28,29,70,436.3,1749,41.9
126.1,102,24,71.9,28,29,70,441.7,1761,41.5
127.4,102,25,62.7,28,29,70,446.9,1683,41.2
128.7,102,26,61.5,28,29,70,452.9,1543,41.2
130.0,102,27,53.3,28,29,71,457.0,1483,41.2
131.3,102,28,50.5,28,29,71,460.5,1385,41.2
132.6,102,29,53.9,28,29,71,464.2,1350,40.8
133.9,102,29,55.7,28,29,72,467.9,1327,40.8
135.2,102,30,55.7,28,29,72,471.9,1325,40.8
136.5,101,30,55.0,28,28,72,475.6,1315,40.8
137.8,101,31,52.6,28,28,72,479.3,1275,40.8
139.1,100,31,53.1,28,28,72,482.8,1286,40.8
140.4,100,32,50.2,28,28,73,484.0,1257,40.8
141.7,100,32,46.2,28,28,73,484.0,1199,40.8
143.0,100,32,45.5,28,28,73,485.5,1175,40.8
144.3,100,32,31.6,28,28,73,488.0,1183,40.8
145.6,101,31,24.1,28,28,73,487.0,1236,40.8
146.9,101,31,23.7,28,28,74,483.0,1342,41.2
148.2,102,30,24.3,28,28,74,473.7,1226,41.2
149.5,102,28,24.3,28,28,74,475.2,1227,41.2
150.8,102,27,31.0,28,28,74,472.0,1247,41.6
152.1,101,27,32.0,28,28,75,472.0,1212,41.3
153.4,102,26,24.3,28,28,75,471.7,1202,41.2
154.7,102,24,24.3,28,28,75,465.3,1219,41.2
156.0,102,22,25.1,28,28,75,461.0,1199,41.2
157.3,102,19,28.2,28,28,75,454.9,1201,41.6
158.6,102,15,24.3,28,28,75,452.0,1206,42.0
159.9,102,14,25.0,28,28,75,450.0,1180,42.0
161.2,102,12,25.1,28,28,75,448.0,1231,42.0
162.5,102,11,39.0,28,28,75,448.0,1461,42.0
163.8,101,12,35.7,28,28,75,448.0,1396,42.0
165.1,102,12,23.6,28,28,75,447.6,1175,42.4
166.4,102,9,25.9,28,28,75,443.3,1086,42.7
167.7,102,7,36.0,28,28,75,440.0,1025,42.7
169.0,101,6,49.8,28,28,75,439.6,1627,42.5
170.3,100,7,42.0,28,28,75,440.0,1843,42.4
171.6,101,8,17.1,28,28,75,440.0,1429,42.1
172.9,101,7,15.5,28,29,75,440.0,1094,42.0
174.2,102,6,17.4,28,29,75,432.9,1021,42.0
175.5,102,3,19.2,28,29,75,432.0,770,42.3
176.8,102,2,23.2,28,29,75,428.4,832,42.1
178.1,101,3,21.8,28,29,75,424.9,1019,42.0
179.4,102,4,18.9,28,29,75,424.0,1145,42.0
180.7,101,4,21.2,28,29,75,421.1,1313,41.8
182.0,101,5,21.1,28,29,75,420.0,1420,41.6
183.3,100,7,19.8,28,29,75,420.0,1370,41.6
184.6,101,7,23.5,28,29,75,417.6,1342,41.5
185.9,100,9,17.6,28,29,75,414.4,1287,41.2
187.2,101,10,26.8,28,29,75,412.0,1110,41.2
188.5,100,11,35.2,28,29,75,412.0,1375,40.9
189.8,100,12,34.4,28,29,75,412.0,1220,40.8
191.1,101,12,26.3,28,29,75,412.0,1101,40.8
192.4,101,12,15.5,28,29,75,411.9,1077,40.8
193.7,101,12,14.9,28,29,75,408.4,1035,41.1
195.0,102,9,15.1,28,29,75,404.5,1106,41.2
196.3,101,7,21.7,28,29,75,404.0,1244,41.2
197.6,101,8,37.7,28,29,75,404.0,1592,41.2
198.9,100,10,30.6,28,29,75,401.2,1441,41.2
200.2,99,11,30.6,28,29,75,400.0,1188,41.2
201.5,100,12,33.4,28,29,75,400.0,1146,41.2
202.8,101,12,26.0,28,29,75,400.0,1187,41.2
204.1,101,12,24.3,28,29,75,399.0,1185,41.2
205.4,102,12,24.7,28,29,75,396.0,1174,41.2
206.7,101,10,26.1,28,29,75,396.0,1137,41.2
208.0,102,7,27.2,28,29,75,396.0,1150,41.5
209.3,102,6,26.7,28,29,75,395.5,1190,41.6
210.6,102,6,28.0,28,29,75,392.0,1290,41.6
211.9,102,7,27.7,28,29,75,392.0,1375,41.2
213.2,102,8,24.5,28,29,75,391.9,1292,41.2
214.5,102,9,25.0,28,29,75,392.0,1291,41.2
215.8,102,9,24.3,28,29,75,389.7,1258,41.2
217.1,102,9,25.1,28,29,75,388.0,1207,41.3
218.4,102,9,25.8,28,29,75,388.0,1200,41.6
219.7,102,8,25.9,28,29,75,386.4,1196,41.6
221.0,102,7,25.9,28,29,75,384.0,1180,41.6
222.3,102,6,26.4,28,29,75,384.0,1165,41.5
223.6,101,5,26.7,28,29,75,382.9,1171,41.2
224.9,101,4,26.7,28,29,75,380.0,1150,41.6
226.2,101,4,27.6,28,29,75,380.0,1079,41.6
227.5,102,4,29.0,28,29,75,379.9,1064,41.6
228.8,102,4,28.8,28,29,75,376.7,1096,41.6
230.1,101,4,28.1,28,29,75,376.0,1147,41.6
231.4,102,5,26.7,28,29,75,376.0,1187,41.6
232.7,101,4,26.7,28,29,75,376.0,1125,41.6
234.0,102,3,30.9,28,29,75,374.3,964,41.7
235.3,102,1,33.7,28,29,75,370.5,871,42.0
236.6,102,1,34.5,28,29,75,368.0,864,42.0
237.9,102,2,33.7,28,29,75,367.3,876,42.0
239.2,102,2,32.2,28,29,75,363.5,909,41.6
240.5,102,2,31.7,28,29,75,359.6,850,42.0
241.8,102,1,32.2,28,29,75,356.0,837,42.0
243.1,102,0,32.1,28,29,75,356.0,847,42.0
244.4,102,0,31.4,28,29,75,353.2,842,42.0
245.7,102,0,31.4,28,29,75,349.8,837,42.0
247.0,102,0,30.7,28,30,75,346.1,837,41.9
248.3,102,1,31.3,28,30,75,342.4,858,41.6
249.6,102,2,31.9,28,30,75,340.0,949,41.6
250.9,102,3,29.9,28,30,75,340.0,1118,41.6
252.2,102,4,27.3,28,30,75,340.0,1122,41.2
253.5,102,3,29.5,28,30,75,338.9,931,41.2
254.8,102,2,32.8,28,30,75,336.0,850,41.6
256.1,102,1,33.3,28,30,75,335.1,849,41.6
257.4,102,1,32.6,28,30,76,331.6,837,41.6
258.7,102,2,31.7,28,30,76,328.0,881,41.6
260.0,102,2,30.2,28,30,76,327.9,918,41.6
261.3,102,3,29.0,28,30,76,324.5,1063,41.4
262.6,101,4,29.0,28,30,76,324.0,1193,41.2
263.9,101,5,25.6,28,30,76,324.0,1237,41.2
265.2,101,5,25.2,28,30,76,324.0,1127,41.2
266.5,101,4,25.9,28,30,76,323.5,1133,41.2
267.8,102,3,26.8,28,30,76,320.0,1032,41.2
269.1,102,2,29.6,28,30,76,320.0,900,41.5
270.4,102,2,32.7,28,30,76,319.9,864,41.6
271.7,102,1,33.4,28,30,76,315.9,840,41.6
273.0,102,1,32.9,28,30,76,312.0,848,41.6
274.3,102,1,32.2,28,30,77,312.0,860,41.6
275.6,102,3,29.3,28,30,77,308.7,964,41.6
276.9,102,4,26.1,28,30,77,308.0,960,41.6
278.2,102,2,30.6,28,30,77,305.3,887,41.6
279.5,102,2,30.6,28,30,77,304.0,850,41.6
280.8,102,2,29.3,28,30,77,304.0,903,41.6
282.1,102,2,28.4,28,30,77,302.3,1029,41.6
283.4,102,3,27.2,28,31,77,300.0,1103,41.6
284.7,102,3,30.9,28,32,77,300.0,945,41.6
286.0,102,1,33.5,28,32,77,298.5,859,41.6
287.3,102,0,33.7,28,32,77,296.0,850,41.6
288.6,102,1,32.7,28,32,77,294.9,877,41.6
289.9,101,2,32.6,28,32,78,292.0,1037,41.6
291.2,101,3,32.2,28,32,78,292.0,1220,41.3
292.5,101,4,28.7,28,32,78,292.0,1282,41.2
293.8,101,2,29.1,28,32,78,292.0,911,41.2
295.1,102,1,34.2,28,32,78,291.6,841,41.2
296.4,101,2,33.7,28,32,78,288.0,1050,41.2
297.7,101,4,33.7,28,32,78,288.2,1362,41.2
299.0,100,6,32.7,28,32,78,292.0,1513,41.2
300.3,100,7,28.1,28,32,78,292.0,1226,40.8
301.6,101,7,23.2,28,32,78,292.0,1250,40.8
302.9,101,7,21.7,28,32,78,292.0,1162,40.8
304.2,101,7,18.6,28,32,78,288.7,1178,40.8
305.5,102,6,17.3,28,32,78,288.0,1160,40.8
306.8,102,6,17.2,28,32,78,288.0,1125,40.6
308.1,102,6,16.8,28,32,78,288.0,1070,40.6
309.4,102,5,25.1,28,32,78,285.9,1037,40.8
310.7,102,4,24.4,28,32,78,284.0,1063,40.7
312.0,102,5,25.6,28,32,78,284.0,1132,40.4
313.3,102,4,25.9,28,32,78,284.0,1134,40.3
314.6,102,4,26.5,28,32,78,284.0,1087,40.0
315.9,101,4,25.5,28,32,78,284.0,1156,40.0
317.2,100,5,27.2,28,32,78,284.0,1280,40.0
318.5,100,5,28.7,28,32,78,284.0,1387,39.6
319.8,100,6,28.5,28,32,78,284.0,1387,39.6
321.1,100,6,29.1,28,32,78,284.4,1387,39.6
322.4,100,6,28.6,28,32,78,288.0,1342,39.6
323.7,100,6,26.1,28,32,78,288.0,1203,39.6
325.0,101,6,25.9,28,32,78,288.0,1125,39.6
326.3,102,6,27.0,28,32,78,288.0,1112,39.6
327.6,101,5,27.5,28,32,79,284.6,1112,39.3
328.9,101,3,27.8,28,32,79,284.0,1053,39.2
330.2,102,2,30.0,28,32,79,284.0,1007,39.2
331.5,102,2,31.6,28,32,79,284.0,890,39.2
332.8,102,0,35.3,28,32,79,281.4,838,39.4
334.1,102,0,33.9,28,32,79,280.0,855,39.5
335.4,102,0,28.9,28,32,79,278.4,886,39.2
336.7,102,0,16.8,28,33,79,276.0,835,39.2
338.0,102,0,49.0,28,33,80,276.0,132,39.2
339.3,102,0,29.6,20,33,80,274.9,0,39.2
340.6,102,0,0.0,13,33,80,272.0,0,39.2
341.9,102,0,0.0,13,33,80,272.0,0,39.2
343.2,102,0,0.0,13,33,80,271.8,3,39.2
344.5,102,0,0.1,13,33,80,272.0,0,39.2
345.8,102,0,0.0,13,33,80,271.7,5,39.2
347.1,102,0,0.1,13,33,80,272.0,0,39.2
348.4,102,0,0.0,13,33,80,271.5,7,39.2
349.7,102,0,0.0,13,33,80,272.0,2,39.2
351.0,102,0,272.0,0,39.2
